,neutral,year,winner,score_diff,isFriendly,home_team,away_team,id
18920,False,1995,Argentina,1,True,Argentina,Peru,Argentina1995-05-31Peru
18921,False,1995,Denmark,1,True,Finland,Denmark,Finland1995-05-31Denmark
18922,False,1995,Russia,1,True,Serbia,Russia,Serbia1995-05-31Russia
18923,False,1995,Tie,0,False,Sweden,Iceland,Sweden1995-06-01Iceland
18924,False,1995,Tie,0,False,Algeria,Uganda,Algeria1995-06-02Uganda
18925,False,1995,England,1,True,England,Japan,England1995-06-03Japan
18926,False,1995,Tie,0,False,Liechtenstein,Republic of Ireland,Liechtenstein1995-06-03Republic of Ireland
18927,False,1995,Portugal,1,False,Portugal,Latvia,Portugal1995-06-03Latvia
18928,False,1995,Sierra Leone,4,False,Sierra Leone,Niger,Sierra Leone1995-06-03Niger
18929,False,1995,Sudan,1,False,Sudan,Tanzania,Sudan1995-06-03Tanzania
18930,False,1995,Angola,1,False,Angola,Mali,Angola1995-06-04Mali
18931,False,1995,Tie,0,False,Botswana,Namibia,Botswana1995-06-04Namibia
18932,True,1995,Brazil,1,True,Brazil,Sweden,Brazil1995-06-04Sweden
18933,False,1995,Cameroon,3,False,Cameroon,Lesotho,Cameroon1995-06-04Lesotho
18934,False,1995,Turkey,2,True,Canada,Turkey,Canada1995-06-04Turkey
18935,False,1995,DR Congo,5,False,DR Congo,Zimbabwe,DR Congo1995-06-04Zimbabwe
18936,True,1995,Ecuador,3,False,Ecuador,Zambia,Ecuador1995-06-04Zambia
18937,False,1995,Egypt,2,False,Ethiopia,Egypt,Ethiopia1995-06-04Egypt
18938,False,1995,Tie,0,False,Guinea,Mozambique,Guinea1995-06-04Mozambique
18939,False,1995,Ivory Coast,2,False,Ivory Coast,Morocco,Ivory Coast1995-06-04Morocco
18940,False,1995,Liberia,2,False,Liberia,Mauritania,Liberia1995-06-04Mauritania
18941,False,1995,Gabon,3,False,Mauritius,Gabon,Mauritius1995-06-04Gabon
18942,False,1995,Tunisia,1,False,Togo,Tunisia,Togo1995-06-04Tunisia
18943,False,1995,South Korea,1,False,South Korea,Costa Rica,South Korea1995-06-05Costa Rica
18944,True,1995,Brazil,3,True,Brazil,Japan,Brazil1995-06-06Japan
18945,False,1995,Belarus,1,False,Belarus,Netherlands,Belarus1995-06-07Netherlands
18946,False,1995,Bulgaria,1,False,Bulgaria,Germany,Bulgaria1995-06-07Germany
18947,False,1995,Turkey,3,True,Canada,Turkey,Canada1995-06-07Turkey
18948,False,1995,Denmark,4,False,Denmark,Cyprus,Denmark1995-06-07Cyprus
18949,False,1995,Scotland,2,False,Faroe Islands,Scotland,Faroe Islands1995-06-07Scotland
18950,False,1995,Lithuania,1,False,Lithuania,Slovenia,Lithuania1995-06-07Slovenia
18951,False,1995,Luxembourg,1,False,Luxembourg,Czech Republic,Luxembourg1995-06-07Czech Republic
18952,False,1995,Belgium,5,False,North Macedonia,Belgium,North Macedonia1995-06-07Belgium
18953,False,1995,Albania,1,False,Moldova,Albania,Moldova1995-06-07Albania
18954,False,1995,Latvia,1,False,Northern Ireland,Latvia,Northern Ireland1995-06-07Latvia
18955,False,1995,Norway,2,False,Norway,Malta,Norway1995-06-07Malta
18956,False,1995,Romania,1,False,Romania,Israel,Romania1995-06-07Israel
18957,False,1995,Russia,7,False,San Marino,Russia,San Marino1995-06-07Russia
18958,False,1995,Spain,1,False,Spain,Armenia,Spain1995-06-07Armenia
18959,False,1995,Georgia,1,False,Wales,Georgia,Wales1995-06-07Georgia
18960,False,1995,Tie,0,True,England,Sweden,England1995-06-08Sweden
18961,False,1995,Tie,0,False,Paraguay,Bolivia,Paraguay1995-06-09Bolivia
18962,False,1995,Tahiti,1,True,Tahiti,New Zealand,Tahiti1995-06-09New Zealand
18963,True,1995,Ecuador,1,False,Costa Rica,Ecuador,Costa Rica1995-06-10Ecuador
18964,False,1995,Zambia,1,False,South Korea,Zambia,South Korea1995-06-10Zambia
18965,True,1995,Tie,0,True,Sweden,Japan,Sweden1995-06-10Japan
18966,False,1995,Brazil,2,True,England,Brazil,England1995-06-11Brazil
18967,False,1995,Slovenia,2,False,Estonia,Slovenia,Estonia1995-06-11Slovenia
18968,False,1995,Finland,1,False,Finland,Greece,Finland1995-06-11Greece
18969,True,1995,Turkey,1,True,Honduras,Turkey,Honduras1995-06-11Turkey
18970,False,1995,Iceland,1,False,Iceland,Hungary,Iceland1995-06-11Hungary
18971,False,1995,Austria,2,False,Republic of Ireland,Austria,Republic of Ireland1995-06-11Austria
18972,False,1995,Ukraine,1,False,Ukraine,Croatia,Ukraine1995-06-11Croatia
18973,False,1995,United States,1,False,United States,Nigeria,United States1995-06-11Nigeria
18974,True,1995,Ecuador,1,False,Ecuador,Zambia,Ecuador1995-06-12Zambia
18975,False,1995,Argentina,1,True,Argentina,Paraguay,Argentina1995-06-14Paraguay
18976,True,1995,Colombia,1,False,Colombia,Nigeria,Colombia1995-06-17Nigeria
18977,False,1995,Australia,1,True,Australia,Ghana,Australia1995-06-18Ghana
18978,False,1995,United States,4,False,United States,Mexico,United States1995-06-18Mexico
18979,False,1995,Bolivia,2,True,Venezuela,Bolivia,Venezuela1995-06-18Bolivia
18980,False,1995,Paraguay,1,True,Chile,Paraguay,Chile1995-06-19Paraguay
18981,False,1995,Italy,1,True,Switzerland,Italy,Switzerland1995-06-19Italy
18982,True,1995,Turkey,1,True,New Zealand,Turkey,New Zealand1995-06-20Turkey
18983,False,1995,Australia,1,True,Australia,Ghana,Australia1995-06-21Ghana
18984,True,1995,Germany,2,True,Germany,Italy,Germany1995-06-21Italy
18985,True,1995,Tie,0,False,Mexico,Colombia,Mexico1995-06-21Colombia
18986,False,1995,Tie,0,True,Chile,Turkey,Chile1995-06-22Turkey
18987,True,1995,Paraguay,1,True,Paraguay,New Zealand,Paraguay1995-06-22New Zealand
18988,False,1995,Germany,1,True,Switzerland,Germany,Switzerland1995-06-23Germany
18989,False,1995,Ghana,1,True,Australia,Ghana,Australia1995-06-24Ghana
18990,True,1995,Mexico,1,False,Mexico,Nigeria,Mexico1995-06-24Nigeria
18991,False,1995,Mozambique,2,True,Mozambique,Zimbabwe,Mozambique1995-06-25Zimbabwe
18992,False,1995,Uruguay,7,True,Uruguay,New Zealand,Uruguay1995-06-25New Zealand
18993,False,1995,Tie,0,False,United States,Colombia,United States1995-06-25Colombia
18994,False,1995,Tie,0,True,Uruguay,New Zealand,Uruguay1995-06-28New Zealand
18995,False,1995,Argentina,2,True,Argentina,Australia,Argentina1995-06-30Australia
18996,False,1995,Paraguay,1,True,Paraguay,Ecuador,Paraguay1995-06-30Ecuador
18997,False,1995,Ivory Coast,2,True,Ivory Coast,Ghana,Ivory Coast1995-07-01Ghana
18998,False,1995,Peru,3,True,Peru,Bolivia,Peru1995-07-01Bolivia
18999,False,1995,Iceland,2,True,Iceland,Faroe Islands,Iceland1995-07-02Faroe Islands
19000,False,1995,Uruguay,3,False,Uruguay,Venezuela,Uruguay1995-07-05Venezuela
19001,True,1995,Paraguay,1,False,Mexico,Paraguay,Mexico1995-07-06Paraguay
19002,True,1995,Brazil,1,False,Brazil,Ecuador,Brazil1995-07-07Ecuador
19003,True,1995,Tie,0,False,Colombia,Peru,Colombia1995-07-07Peru
19004,True,1995,Argentina,1,False,Argentina,Bolivia,Argentina1995-07-08Bolivia
19005,True,1995,United States,1,False,United States,Chile,United States1995-07-08Chile
19006,True,1995,Mexico,2,False,Mexico,Venezuela,Mexico1995-07-09Venezuela
19007,False,1995,Tie,0,True,Syria,Egypt,Syria1995-07-09Egypt
19008,False,1995,Uruguay,1,False,Uruguay,Paraguay,Uruguay1995-07-09Paraguay
19009,True,1995,Brazil,2,False,Brazil,Peru,Brazil1995-07-10Peru
19010,True,1995,Colombia,1,False,Colombia,Ecuador,Colombia1995-07-10Ecuador
19011,True,1995,Argentina,4,False,Argentina,Chile,Argentina1995-07-11Chile
19012,True,1995,Bolivia,1,False,United States,Bolivia,United States1995-07-11Bolivia
19013,True,1995,Paraguay,1,False,Paraguay,Venezuela,Paraguay1995-07-12Venezuela
19014,True,1995,Brazil,3,False,Brazil,Colombia,Brazil1995-07-13Colombia
19015,True,1995,Ecuador,1,False,Peru,Ecuador,Peru1995-07-13Ecuador
19016,False,1995,Tie,0,False,Uruguay,Mexico,Uruguay1995-07-13Mexico
19017,True,1995,United States,3,False,Argentina,United States,Argentina1995-07-14United States
19018,True,1995,Tie,0,False,Chile,Bolivia,Chile1995-07-14Bolivia
19019,False,1995,Tie,0,False,Egypt,Algeria,Egypt1995-07-14Algeria
19020,False,1995,Mauritania,1,False,Mauritania,Togo,Mauritania1995-07-14Togo
19021,False,1995,Tanzania,2,False,Tanzania,Ethiopia,Tanzania1995-07-15Ethiopia
19022,False,1995,Tunisia,4,False,Tunisia,Senegal,Tunisia1995-07-15Senegal
19023,False,1995,Uganda,2,False,Uganda,Sudan,Uganda1995-07-15Sudan
19024,False,1995,Zambia,2,False,Zambia,Mauritius,Zambia1995-07-15Mauritius
19025,False,1995,Cameroon,2,False,Malawi,Cameroon,Malawi1995-07-16Cameroon
19026,False,1995,Mali,4,False,Mali,Botswana,Mali1995-07-16Botswana
19027,False,1995,Mozambique,1,False,Mozambique,Angola,Mozambique1995-07-16Angola
19028,True,1995,Tie,0,False,Paraguay,Colombia,Paraguay1995-07-16Colombia
19029,False,1995,Uruguay,1,False,Uruguay,Bolivia,Uruguay1995-07-16Bolivia
19030,True,1995,Ynys Môn,2,False,Isle of Man,Ynys Môn,Isle of Man1995-07-16Ynys Môn
19031,False,1995,Greenland,1,False,Gibraltar,Greenland,Gibraltar1995-07-16Greenland
19032,True,1995,Jersey,2,False,Jersey,Isle of Wight,Jersey1995-07-16Isle of Wight
19033,True,1995,Tie,0,False,Åland Islands,Guernsey,Åland Islands1995-07-16Guernsey
19034,True,1995,Tie,0,False,Brazil,Argentina,Brazil1995-07-17Argentina
19035,True,1995,Tie,0,False,United States,Mexico,United States1995-07-17Mexico
19036,False,1995,Gibraltar,1,False,Gibraltar,Isle of Man,Gibraltar1995-07-17Isle of Man
19037,True,1995,Ynys Môn,1,False,Greenland,Ynys Môn,Greenland1995-07-17Ynys Môn
19038,True,1995,Isle of Wight,5,False,Åland Islands,Isle of Wight,Åland Islands1995-07-17Isle of Wight
19039,True,1995,Jersey,1,False,Jersey,Guernsey,Jersey1995-07-17Guernsey
19040,True,1995,Hungary,1,False,Uzbekistan,Hungary,Uzbekistan1995-07-18Hungary
19041,False,1995,Gibraltar,2,False,Gibraltar,Ynys Môn,Gibraltar1995-07-18Ynys Môn
19042,True,1995,Greenland,4,False,Greenland,Isle of Man,Greenland1995-07-18Isle of Man
19043,True,1995,Jersey,2,False,Jersey,Åland Islands,Jersey1995-07-18Åland Islands
19044,True,1995,Tie,0,False,Isle of Wight,Guernsey,Isle of Wight1995-07-18Guernsey
19045,False,1995,Jamaica,1,False,Jamaica,Saint Lucia,Jamaica1995-07-19Saint Lucia
19046,True,1995,Trinidad and Tobago,2,False,Trinidad and Tobago,Cuba,Trinidad and Tobago1995-07-19Cuba
19047,False,1995,Uruguay,2,False,Uruguay,Colombia,Uruguay1995-07-19Colombia
19048,True,1995,Tie,0,False,Bulgaria,Uzbekistan,Bulgaria1995-07-20Uzbekistan
19049,True,1995,Brazil,1,False,United States,Brazil,United States1995-07-20Brazil
19050,True,1995,Isle of Wight,1,False,Greenland,Isle of Wight,Greenland1995-07-20Isle of Wight
19051,False,1995,Gibraltar,1,False,Gibraltar,Jersey,Gibraltar1995-07-20Jersey
19052,False,1995,Cayman Islands,2,False,Cayman Islands,Antigua and Barbuda,Cayman Islands1995-07-21Antigua and Barbuda
19053,True,1995,Saint Vincent and the Grenadines,2,False,French Guiana,Saint Vincent and the Grenadines,French Guiana1995-07-21Saint Vincent and the Grenadines
19054,False,1995,Cuba,1,False,Jamaica,Cuba,Jamaica1995-07-21Cuba
19055,False,1995,Iraq,1,False,Malaysia,Iraq,Malaysia1995-07-21Iraq
19056,True,1995,Trinidad and Tobago,5,False,Saint Lucia,Trinidad and Tobago,Saint Lucia1995-07-21Trinidad and Tobago
19057,True,1995,Åland Islands,3,False,Åland Islands,Isle of Man,Åland Islands1995-07-21Isle of Man
19058,True,1995,Guernsey,2,False,Guernsey,Ynys Môn,Guernsey1995-07-21Ynys Môn
19059,False,1995,Gibraltar,1,False,Gibraltar,Jersey,Gibraltar1995-07-21Jersey
19060,False,1995,Algeria,1,True,Algeria,Tunisia,Algeria1995-07-22Tunisia
19061,True,1995,Tie,0,False,Bulgaria,Hungary,Bulgaria1995-07-22Hungary
19062,True,1995,Colombia,3,False,Colombia,United States,Colombia1995-07-22United States
19063,False,1995,Tie,0,True,Norway,France,Norway1995-07-22France
19064,False,1995,Isle of Wight,1,False,Gibraltar,Isle of Wight,Gibraltar1995-07-22Isle of Wight
19065,False,1995,Cayman Islands,1,False,Cayman Islands,French Guiana,Cayman Islands1995-07-23French Guiana
19066,True,1995,Cuba,2,False,Cuba,Saint Lucia,Cuba1995-07-23Saint Lucia
19067,False,1995,Jamaica,1,False,Jamaica,Trinidad and Tobago,Jamaica1995-07-23Trinidad and Tobago
19068,False,1995,Tie,0,True,Mali,Ivory Coast,Mali1995-07-23Ivory Coast
19069,True,1995,Saint Vincent and the Grenadines,4,False,Saint Vincent and the Grenadines,Antigua and Barbuda,Saint Vincent and the Grenadines1995-07-23Antigua and Barbuda
19070,False,1995,Tie,0,False,Uruguay,Brazil,Uruguay1995-07-23Brazil
19071,True,1995,Antigua and Barbuda,1,False,Antigua and Barbuda,French Guiana,Antigua and Barbuda1995-07-25French Guiana
19072,True,1995,Iraq,1,False,Iraq,Bulgaria,Iraq1995-07-25Bulgaria
19073,False,1995,Trinidad and Tobago,7,False,Cayman Islands,Trinidad and Tobago,Cayman Islands1995-07-28Trinidad and Tobago
19074,False,1995,Tie,0,True,Lithuania,Belarus,Lithuania1995-07-29Belarus
19075,False,1995,Bulgaria,2,False,Malaysia,Bulgaria,Malaysia1995-07-29Bulgaria
19076,False,1995,Algeria,1,False,Algeria,Tanzania,Algeria1995-07-30Tanzania
19077,False,1995,Angola,4,False,Angola,Botswana,Angola1995-07-30Botswana
19078,False,1995,Tie,0,False,Burkina Faso,Ivory Coast,Burkina Faso1995-07-30Ivory Coast
19079,False,1995,Cameroon,1,False,Cameroon,Zimbabwe,Cameroon1995-07-30Zimbabwe
19080,False,1995,Cuba,3,False,Cayman Islands,Cuba,Cayman Islands1995-07-30Cuba
19081,False,1995,Ghana,2,False,Congo,Ghana,Congo1995-07-30Ghana
19082,False,1995,Egypt,6,False,Egypt,Uganda,Egypt1995-07-30Uganda
19083,False,1995,Guinea,3,False,Guinea,Mali,Guinea1995-07-30Mali
19084,False,1995,Tie,0,False,Mauritania,Tunisia,Mauritania1995-07-30Tunisia
19085,False,1995,Tie,0,False,Namibia,Mozambique,Namibia1995-07-30Mozambique
19086,False,1995,Senegal,3,False,Senegal,Liberia,Senegal1995-07-30Liberia
19087,False,1995,Sudan,3,False,Sudan,Ethiopia,Sudan1995-07-30Ethiopia
19088,False,1995,Canada,2,True,Canada,Jamaica,Canada1995-08-01Jamaica
19089,False,1995,Tie,0,True,Indonesia,Singapore,Indonesia1995-08-01Singapore
19090,False,1995,Canada,2,True,Canada,Trinidad and Tobago,Canada1995-08-03Trinidad and Tobago
19091,True,1995,Jamaica,1,True,Jamaica,Trinidad and Tobago,Jamaica1995-08-06Trinidad and Tobago
19092,False,1995,Japan,3,True,Japan,Costa Rica,Japan1995-08-06Costa Rica
19093,False,1995,Brazil,4,True,Japan,Brazil,Japan1995-08-09Brazil
19094,False,1995,Brazil,1,True,South Korea,Brazil,South Korea1995-08-12Brazil
19095,False,1995,Portugal,7,False,Liechtenstein,Portugal,Liechtenstein1995-08-15Portugal
19096,False,1995,Denmark,2,False,Armenia,Denmark,Armenia1995-08-16Denmark
19097,True,1995,Slovakia,1,False,Azerbaijan,Slovakia,Azerbaijan1995-08-16Slovakia
19098,True,1995,New Caledonia,9,False,Cook Islands,New Caledonia,Cook Islands1995-08-16New Caledonia
19099,False,1995,Lithuania,1,False,Estonia,Lithuania,Estonia1995-08-16Lithuania
19100,True,1995,Tie,0,False,Fiji,Papua New Guinea,Fiji1995-08-16Papua New Guinea
19101,False,1995,Russia,6,False,Finland,Russia,Finland1995-08-16Russia
19102,False,1995,Tie,0,False,France,Poland,France1995-08-16Poland
19103,True,1995,Vanuatu,6,False,Guam,Vanuatu,Guam1995-08-16Vanuatu
19104,False,1995,Israel,2,True,Hungary,Israel,Hungary1995-08-16Israel
19105,False,1995,Switzerland,2,False,Iceland,Switzerland,Iceland1995-08-16Switzerland
19106,False,1995,Latvia,1,False,Latvia,Austria,Latvia1995-08-16Austria
19107,False,1995,Malta,1,True,Malta,Albania,Malta1995-08-16Albania
19108,False,1995,Tie,0,False,Norway,Czech Republic,Norway1995-08-16Czech Republic
19109,False,1995,Scotland,1,False,Scotland,Greece,Scotland1995-08-16Greece
19110,True,1995,Solomon Islands,11,False,Solomon Islands,Wallis Islands and Futuna,Solomon Islands1995-08-16Wallis Islands and Futuna
19111,False,1995,Sweden,1,True,Sweden,United States,Sweden1995-08-16United States
19112,True,1995,Tahiti,13,False,Tahiti,Wallis Islands and Futuna,Tahiti1995-08-17Wallis Islands and Futuna
19113,False,1995,Tie,0,True,Jamaica,Zambia,Jamaica1995-08-18Zambia
19114,True,1995,Solomon Islands,1,False,New Caledonia,Solomon Islands,New Caledonia1995-08-18Solomon Islands
19115,True,1995,Cook Islands,1,False,Cook Islands,Wallis Islands and Futuna,Cook Islands1995-08-19Wallis Islands and Futuna
19116,True,1995,Tahiti,2,False,Tahiti,Solomon Islands,Tahiti1995-08-19Solomon Islands
19117,True,1995,Fiji,8,False,Fiji,Guam,Fiji1995-08-20Guam
19118,False,1995,Jamaica,2,True,Jamaica,Zambia,Jamaica1995-08-20Zambia
19119,True,1995,New Caledonia,10,False,New Caledonia,Wallis Islands and Futuna,New Caledonia1995-08-20Wallis Islands and Futuna
19120,True,1995,Vanuatu,3,False,Papua New Guinea,Vanuatu,Papua New Guinea1995-08-20Vanuatu
19121,True,1995,Solomon Islands,16,False,Cook Islands,Solomon Islands,Cook Islands1995-08-21Solomon Islands
19122,True,1995,Tahiti,2,False,Tahiti,New Caledonia,Tahiti1995-08-21New Caledonia
19123,True,1995,Fiji,2,False,Fiji,Vanuatu,Fiji1995-08-22Vanuatu
19124,True,1995,Papua New Guinea,9,False,Guam,Papua New Guinea,Guam1995-08-22Papua New Guinea
19125,True,1995,Tahiti,11,False,Tahiti,Cook Islands,Tahiti1995-08-22Cook Islands
19126,False,1995,Germany,1,True,Belgium,Germany,Belgium1995-08-23Germany
19127,True,1995,Tie,0,False,Fiji,Solomon Islands,Fiji1995-08-24Solomon Islands
19128,True,1995,Tahiti,3,False,Tahiti,Vanuatu,Tahiti1995-08-24Vanuatu
19129,True,1995,Fiji,3,False,Fiji,Vanuatu,Fiji1995-08-26Vanuatu
19130,True,1995,Tahiti,2,False,Tahiti,Solomon Islands,Tahiti1995-08-26Solomon Islands
19131,False,1995,Turkey,1,True,Turkey,North Macedonia,Turkey1995-08-30North Macedonia
19132,False,1995,Croatia,6,False,Croatia,Estonia,Croatia1995-09-03Estonia
19133,False,1995,Tie,0,False,Portugal,Northern Ireland,Portugal1995-09-03Northern Ireland
19134,False,1995,Tie,0,False,Albania,Bulgaria,Albania1995-09-06Bulgaria
19135,False,1995,Austria,2,False,Austria,Republic of Ireland,Austria1995-09-06Republic of Ireland
19136,False,1995,Denmark,2,False,Belgium,Denmark,Belgium1995-09-06Denmark
19137,False,1995,Czech Republic,2,False,Czech Republic,Norway,Czech Republic1995-09-06Norway
19138,False,1995,Tie,0,True,England,Colombia,England1995-09-06Colombia
19139,False,1995,Russia,3,False,Faroe Islands,Russia,Faroe Islands1995-09-06Russia
19140,False,1995,France,10,False,France,Azerbaijan,France1995-09-06Azerbaijan
19141,False,1995,Germany,3,False,Germany,Georgia,Germany1995-09-06Georgia
19142,False,1995,Italy,1,False,Italy,Slovenia,Italy1995-09-06Slovenia
19143,False,1995,Latvia,1,False,Latvia,Liechtenstein,Latvia1995-09-06Liechtenstein
19144,False,1995,Ukraine,2,False,Lithuania,Ukraine,Lithuania1995-09-06Ukraine
19145,False,1995,Luxembourg,1,False,Luxembourg,Malta,Luxembourg1995-09-06Malta
19146,False,1995,Armenia,1,False,North Macedonia,Armenia,North Macedonia1995-09-06Armenia
19147,False,1995,Netherlands,1,False,Netherlands,Belarus,Netherlands1995-09-06Belarus
19148,False,1995,Tie,0,False,Poland,Romania,Poland1995-09-06Romania
19149,False,1995,Greece,4,False,San Marino,Greece,San Marino1995-09-06Greece
19150,False,1995,Scotland,1,False,Scotland,Finland,Scotland1995-09-06Finland
19151,False,1995,Slovakia,1,False,Slovakia,Israel,Slovakia1995-09-06Israel
19152,False,1995,Spain,6,False,Spain,Cyprus,Spain1995-09-06Cyprus
19153,False,1995,Tie,0,False,Sweden,Switzerland,Sweden1995-09-06Switzerland
19154,False,1995,Turkey,2,False,Turkey,Hungary,Turkey1995-09-06Hungary
19155,False,1995,Wales,1,False,Wales,Moldova,Wales1995-09-06Moldova
19156,False,1995,Serbia,2,True,Greece,Serbia,Greece1995-09-20Serbia
19157,False,1995,Israel,2,True,Israel,Uruguay,Israel1995-09-20Uruguay
19158,False,1995,Paraguay,1,True,Japan,Paraguay,Japan1995-09-20Paraguay
19159,False,1995,Spain,1,True,Spain,Argentina,Spain1995-09-20Argentina
19160,False,1995,Trinidad and Tobago,1,True,Trinidad and Tobago,Jamaica,Trinidad and Tobago1995-09-24Jamaica
19161,False,1995,Jamaica,2,True,Jamaica,Costa Rica,Jamaica1995-09-27Costa Rica
19162,False,1995,South Africa,1,True,South Africa,Mozambique,South Africa1995-09-30Mozambique
19163,False,1995,Tie,0,True,Finland,Turkey,Finland1995-10-04Turkey
19164,False,1995,Belgium,2,False,Armenia,Belgium,Armenia1995-10-07Belgium
19165,False,1995,Czech Republic,2,False,Belarus,Czech Republic,Belarus1995-10-07Czech Republic
19166,False,1995,Bulgaria,3,False,Bulgaria,Albania,Bulgaria1995-10-07Albania
19167,False,1995,Tie,0,False,Croatia,Italy,Croatia1995-10-08Italy
19168,False,1995,Germany,5,False,Germany,Moldova,Germany1995-10-08Moldova
19169,False,1995,United States,1,True,United States,Saudi Arabia,United States1995-10-08Saudi Arabia
19170,False,1995,Tie,0,True,Argentina,Colombia,Argentina1995-10-11Colombia
19171,False,1995,Tie,0,False,Austria,Portugal,Austria1995-10-11Portugal
19172,False,1995,Brazil,2,True,Brazil,Uruguay,Brazil1995-10-11Uruguay
19173,False,1995,Chile,2,True,Chile,Canada,Chile1995-10-11Canada
19174,False,1995,Tie,0,False,Cyprus,North Macedonia,Cyprus1995-10-11North Macedonia
19175,False,1995,Tie,0,False,Denmark,Spain,Denmark1995-10-11Spain
19176,False,1995,Georgia,1,False,Georgia,Bulgaria,Georgia1995-10-11Bulgaria
19177,False,1995,Tie,0,False,Iceland,Turkey,Iceland1995-10-11Turkey
19178,False,1995,Republic of Ireland,1,False,Republic of Ireland,Latvia,Republic of Ireland1995-10-11Latvia
19179,False,1995,Israel,2,False,Israel,Azerbaijan,Israel1995-10-11Azerbaijan
19180,False,1995,Northern Ireland,4,False,Liechtenstein,Northern Ireland,Liechtenstein1995-10-11Northern Ireland
19181,False,1995,Lithuania,5,False,Lithuania,Estonia,Lithuania1995-10-11Estonia
19182,False,1995,Tie,0,False,Luxembourg,Belarus,Luxembourg1995-10-11Belarus
19183,False,1995,Netherlands,4,False,Malta,Netherlands,Malta1995-10-11Netherlands
19184,True,1995,Mexico,1,True,Mexico,Saudi Arabia,Mexico1995-10-11Saudi Arabia
19185,False,1995,Tie,0,True,Norway,England,Norway1995-10-11England
19186,False,1995,France,2,False,Romania,France,Romania1995-10-11France
19187,False,1995,Russia,1,False,Russia,Greece,Russia1995-10-11Greece
19188,False,1995,Faroe Islands,2,False,San Marino,Faroe Islands,San Marino1995-10-11Faroe Islands
19189,False,1995,Slovakia,3,False,Slovakia,Poland,Slovakia1995-10-11Poland
19190,False,1995,Slovenia,1,False,Slovenia,Ukraine,Slovenia1995-10-11Ukraine
19191,False,1995,Sweden,2,True,Sweden,Scotland,Sweden1995-10-11Scotland
19192,False,1995,Switzerland,3,False,Switzerland,Hungary,Switzerland1995-10-11Hungary
19193,False,1995,Germany,1,False,Wales,Germany,Wales1995-10-11Germany
19194,False,1995,Jamaica,1,True,Jamaica,Honduras,Jamaica1995-10-18Honduras
19195,True,1995,Jamaica,1,True,Jamaica,Trinidad and Tobago,Jamaica1995-10-20Trinidad and Tobago
19196,False,1995,Algeria,2,True,Mali,Algeria,Mali1995-10-21Algeria
19197,False,1995,Nigeria,1,True,Uzbekistan,Nigeria,Uzbekistan1995-10-21Nigeria
19198,False,1995,Tie,0,True,Burkina Faso,Tunisia,Burkina Faso1995-10-22Tunisia
19199,False,1995,Jamaica,4,True,Cayman Islands,Jamaica,Cayman Islands1995-10-22Jamaica
19200,False,1995,Gabon,1,True,Gabon,Sierra Leone,Gabon1995-10-22Sierra Leone
19201,False,1995,Panama,2,False,Panama,Nicaragua,Panama1995-10-22Nicaragua
19202,False,1995,Trinidad and Tobago,7,True,Cayman Islands,Trinidad and Tobago,Cayman Islands1995-10-24Trinidad and Tobago
19203,False,1995,Japan,1,True,Japan,Saudi Arabia,Japan1995-10-24Saudi Arabia
19204,False,1995,Tie,0,True,Bolivia,Ecuador,Bolivia1995-10-25Ecuador
19205,False,1995,Burma,4,True,Burma,Bangladesh,Burma1995-10-26Bangladesh
19206,False,1995,China PR,1,True,China PR,Colombia,China PR1995-10-26Colombia
19207,False,1995,Japan,1,True,Japan,Saudi Arabia,Japan1995-10-28Saudi Arabia
19208,False,1995,Burma,2,True,Burma,Sri Lanka,Burma1995-10-29Sri Lanka
19209,False,1995,Panama,5,False,Nicaragua,Panama,Nicaragua1995-10-29Panama
19210,False,1995,Tie,0,True,South Korea,Saudi Arabia,South Korea1995-10-31Saudi Arabia
19211,True,1995,Bangladesh,1,True,Bangladesh,Sri Lanka,Bangladesh1995-11-01Sri Lanka
19212,True,1995,Algeria,4,True,Algeria,Mauritania,Algeria1995-11-03Mauritania
19213,False,1995,Bangladesh,1,True,Burma,Bangladesh,Burma1995-11-04Bangladesh
19214,False,1995,Tunisia,2,True,Tunisia,Algeria,Tunisia1995-11-05Algeria
19215,False,1995,Zambia,2,True,Zambia,Jamaica,Zambia1995-11-05Jamaica
19216,False,1995,Tunisia,1,True,Tunisia,Mauritania,Tunisia1995-11-07Mauritania
19217,False,1995,Brazil,1,True,Argentina,Brazil,Argentina1995-11-08Brazil
19218,False,1995,Tie,0,False,New Zealand,Australia,New Zealand1995-11-10Australia
19219,False,1995,Nigeria,1,True,Nigeria,Uzbekistan,Nigeria1995-11-10Uzbekistan
19220,False,1995,Hungary,1,False,Hungary,Iceland,Hungary1995-11-11Iceland
19221,False,1995,Italy,2,False,Italy,Ukraine,Italy1995-11-11Ukraine
19222,False,1995,Serbia,3,True,El Salvador,Serbia,El Salvador1995-11-12Serbia
19223,False,1995,Belarus,2,False,Malta,Belarus,Malta1995-11-12Belarus
19224,False,1995,Tie,0,False,Albania,Wales,Albania1995-11-15Wales
19225,False,1995,Australia,3,False,Australia,New Zealand,Australia1995-11-15New Zealand
19226,True,1995,Tie,0,False,Azerbaijan,Poland,Azerbaijan1995-11-15Poland
19227,False,1995,Tie,0,False,Cyprus,Belgium,Cyprus1995-11-15Belgium
19228,False,1995,Czech Republic,3,False,Czech Republic,Luxembourg,Czech Republic1995-11-15Luxembourg
19229,False,1995,Denmark,2,False,Denmark,Armenia,Denmark1995-11-15Armenia
