,neutral,year,winner,score_diff,isFriendly,home_team,away_team,id
4946,False,1961,Yugoslavia,1,False,Yugoslavia,Poland,Yugoslavia1961-06-04Poland
4947,False,1961,Austria,1,True,Hungary,Austria,Hungary1961-06-11Austria
4948,False,1961,South Korea,2,False,Japan,South Korea,Japan1961-06-11South Korea
4949,False,1961,Spain,2,True,Spain,Argentina,Spain1961-06-11Argentina
4950,False,1961,Italy,3,True,Italy,Argentina,Italy1961-06-15Argentina
4951,False,1961,Bulgaria,2,False,Finland,Bulgaria,Finland1961-06-16Bulgaria
4952,False,1961,Sweden,1,False,Denmark,Sweden,Denmark1961-06-18Sweden
4953,True,1961,Russia,1,False,Russia,Turkey,Russia1961-06-18Turkey
4954,False,1961,Yugoslavia,1,True,Yugoslavia,Morocco,Yugoslavia1961-06-18Morocco
4955,False,1961,Tie,0,True,Czechoslovakia,Argentina,Czechoslovakia1961-06-19Argentina
4956,False,1961,Morocco,1,True,German DR,Morocco,German DR1961-06-21Morocco
4957,False,1961,Tie,0,True,Russia,Argentina,Russia1961-06-24Argentina
4958,False,1961,Tie,0,False,Poland,Yugoslavia,Poland1961-06-25Yugoslavia
4959,False,1961,Finland,3,False,Finland,Norway,Finland1961-06-27Norway
4960,False,1961,Brazil,1,True,Brazil,Paraguay,Brazil1961-06-29Paraguay
4961,True,1961,Russia,3,False,Russia,Norway,Russia1961-07-01Norway
4962,False,1961,Tie,0,False,Bolivia,Uruguay,Bolivia1961-07-15Uruguay
4963,False,1961,Uruguay,1,False,Uruguay,Bolivia,Uruguay1961-07-30Bolivia
4964,True,1961,Indonesia,1,False,Indonesia,Singapore,Indonesia1961-08-02Singapore
4965,True,1961,Vietnam Republic,1,False,India,Vietnam Republic,India1961-08-03Vietnam Republic
4966,True,1961,Tie,0,False,Hong Kong,Indonesia,Hong Kong1961-08-04Indonesia
4967,False,1961,Uganda,1,False,Kenya,Uganda,Kenya1961-08-05Uganda
4968,True,1961,Malaysia,2,False,Malaysia,Vietnam Republic,Malaysia1961-08-05Vietnam Republic
4969,True,1961,Hong Kong,1,False,Hong Kong,Thailand,Hong Kong1961-08-06Thailand
4970,True,1961,Japan,2,False,India,Japan,India1961-08-06Japan
4971,True,1961,Indonesia,1,False,Indonesia,Thailand,Indonesia1961-08-09Thailand
4972,False,1961,Sweden,4,False,Sweden,Finland,Sweden1961-08-09Finland
4973,True,1961,Singapore,1,False,Hong Kong,Singapore,Hong Kong1961-08-10Singapore
4974,True,1961,Vietnam Republic,1,False,Japan,Vietnam Republic,Japan1961-08-10Vietnam Republic
4975,True,1961,Singapore,2,False,Singapore,Thailand,Singapore1961-08-12Thailand
4976,True,1961,Indonesia,1,False,Malaysia,Indonesia,Malaysia1961-08-13Indonesia
4977,True,1961,Vietnam Republic,1,False,Singapore,Vietnam Republic,Singapore1961-08-13Vietnam Republic
4978,True,1961,Indonesia,2,True,Indonesia,Japan,Indonesia1961-08-15Japan
4979,True,1961,Vietnam Republic,1,True,Thailand,Vietnam Republic,Thailand1961-08-16Vietnam Republic
4980,True,1961,Vietnam Republic,2,True,India,Vietnam Republic,India1961-08-17Vietnam Republic
4981,False,1961,Russia,3,False,Norway,Russia,Norway1961-08-23Russia
4982,False,1961,Tie,0,True,New Caledonia,Tahiti,New Caledonia1961-09-05Tahiti
4983,False,1961,New Caledonia,3,True,New Caledonia,Tahiti,New Caledonia1961-09-08Tahiti
4984,False,1961,Hungary,1,False,German DR,Hungary,German DR1961-09-10Hungary
4985,False,1961,Austria,1,True,Russia,Austria,Russia1961-09-10Austria
4986,False,1961,Denmark,4,False,Norway,Denmark,Norway1961-09-17Denmark
4987,False,1961,Germany,4,True,Germany,Denmark,Germany1961-09-20Denmark
4988,False,1961,New Caledonia,1,True,New Caledonia,Tahiti,New Caledonia1961-09-22Tahiti
4989,False,1961,Kenya,1,False,Uganda,Kenya,Uganda1961-09-23Kenya
4990,False,1961,Scotland,1,False,Scotland,Czechoslovakia,Scotland1961-09-26Czechoslovakia
4991,False,1961,England,3,False,England,Luxembourg,England1961-09-28Luxembourg
4992,False,1961,France,4,False,France,Finland,France1961-09-28Finland
4993,True,1961,Uganda,1,True,Uganda,Zanzibar,Uganda1961-09-30Zanzibar
4994,False,1961,Tie,0,True,Kenya,Tanzania,Kenya1961-10-01Tanzania
4995,True,1961,Tanzania,2,True,Tanzania,Uganda,Tanzania1961-10-03Uganda
4996,False,1961,Sweden,2,False,Belgium,Sweden,Belgium1961-10-04Sweden
4997,False,1961,Kenya,10,True,Kenya,Zanzibar,Kenya1961-10-04Zanzibar
4998,True,1961,Tanzania,3,True,Tanzania,Zanzibar,Tanzania1961-10-06Zanzibar
4999,False,1961,Kenya,1,True,Kenya,Uganda,Kenya1961-10-07Uganda
5000,False,1961,Scotland,5,False,Northern Ireland,Scotland,Northern Ireland1961-10-07Scotland
5001,False,1961,Austria,1,True,Austria,Hungary,Austria1961-10-08Hungary
5002,False,1961,Czechoslovakia,2,False,Republic of Ireland,Czechoslovakia,Republic of Ireland1961-10-08Czechoslovakia
5003,False,1961,Luxembourg,2,False,Luxembourg,Portugal,Luxembourg1961-10-08Portugal
5004,False,1961,Germany,2,True,Poland,Germany,Poland1961-10-08Germany
5005,False,1961,Romania,4,True,Romania,Turkey,Romania1961-10-08Turkey
5006,False,1961,Yugoslavia,4,False,Yugoslavia,South Korea,Yugoslavia1961-10-08South Korea
5007,False,1961,Argentina,4,True,Argentina,Paraguay,Argentina1961-10-12Paraguay
5008,False,1961,Uruguay,1,True,Chile,Uruguay,Chile1961-10-12Uruguay
5009,False,1961,Tie,0,False,Wales,England,Wales1961-10-14England
5010,False,1961,Denmark,8,False,Denmark,Finland,Denmark1961-10-15Finland
5011,False,1961,Italy,2,False,Israel,Italy,Israel1961-10-15Italy
5012,False,1961,Northern Ireland,2,False,Northern Ireland,Greece,Northern Ireland1961-10-17Greece
5013,False,1961,Belgium,3,True,Belgium,France,Belgium1961-10-18France
5014,False,1961,Turkey,1,True,Turkey,South Korea,Turkey1961-10-18South Korea
5015,False,1961,Vietnam Republic,3,False,Vietnam Republic,Indonesia,Vietnam Republic1961-10-21Indonesia
5016,False,1961,Germany,1,False,Germany,Greece,Germany1961-10-22Greece
5017,False,1961,Tie,0,False,Hungary,Netherlands,Hungary1961-10-22Netherlands
5018,False,1961,Tie,0,True,Israel,South Korea,Israel1961-10-22South Korea
5019,False,1961,Poland,2,True,Poland,German DR,Poland1961-10-22German DR
5020,False,1961,Sweden,2,False,Sweden,Norway,Sweden1961-10-22Norway
5021,True,1961,Malaysia,2,False,Indonesia,Malaysia,Indonesia1961-10-23Malaysia
5022,False,1961,England,2,False,England,Portugal,England1961-10-25Portugal
5023,False,1961,Vietnam Republic,1,False,Vietnam Republic,Malaysia,Vietnam Republic1961-10-26Malaysia
5024,False,1961,Burma,3,True,Burma,South Korea,Burma1961-10-28South Korea
5025,False,1961,Bulgaria,2,False,Bulgaria,Finland,Bulgaria1961-10-29Finland
5026,False,1961,Czechoslovakia,6,False,Czechoslovakia,Republic of Ireland,Czechoslovakia1961-10-29Republic of Ireland
5027,False,1961,Mexico,1,False,Mexico,Paraguay,Mexico1961-10-29Paraguay
5028,False,1961,Switzerland,1,False,Switzerland,Sweden,Switzerland1961-10-29Sweden
5029,False,1961,Turkey,1,False,Turkey,Norway,Turkey1961-10-29Norway
5030,False,1961,Uganda,2,False,Uganda,Kenya,Uganda1961-10-29Kenya
5031,False,1961,Italy,6,False,Italy,Israel,Italy1961-11-04Israel
5032,False,1961,Tie,0,True,Malta,Norway,Malta1961-11-05Norway
5033,False,1961,Tie,0,False,Paraguay,Mexico,Paraguay1961-11-05Mexico
5034,False,1961,Poland,5,True,Poland,Denmark,Poland1961-11-05Denmark
5035,False,1961,Scotland,2,False,Scotland,Wales,Scotland1961-11-08Wales
5036,False,1961,Bulgaria,1,False,Bulgaria,France,Bulgaria1961-11-12France
5037,False,1961,Spain,1,False,Morocco,Spain,Morocco1961-11-12Spain
5038,False,1961,Belgium,4,True,Netherlands,Belgium,Netherlands1961-11-12Belgium
5039,True,1961,Switzerland,1,False,Switzerland,Sweden,Switzerland1961-11-12Sweden
5040,False,1961,Russia,1,False,Turkey,Russia,Turkey1961-11-12Russia
5041,False,1961,Russia,1,True,Argentina,Russia,Argentina1961-11-18Russia
5042,False,1961,Yugoslavia,1,True,Yugoslavia,Austria,Yugoslavia1961-11-19Austria
5043,False,1961,Russia,1,True,Chile,Russia,Chile1961-11-22Russia
5044,False,1961,Tie,0,False,England,Northern Ireland,England1961-11-22Northern Ireland
5045,False,1961,Spain,1,False,Spain,Morocco,Spain1961-11-23Morocco
5046,False,1961,Nigeria,1,False,Nigeria,Tunisia,Nigeria1961-11-25Tunisia
5047,False,1961,Yugoslavia,2,False,South Korea,Yugoslavia,South Korea1961-11-26Yugoslavia
5048,True,1961,Czechoslovakia,2,False,Czechoslovakia,Scotland,Czechoslovakia1961-11-29Scotland
5049,False,1961,Russia,1,True,Uruguay,Russia,Uruguay1961-11-29Russia
5050,False,1961,Yugoslavia,1,True,Hong Kong,Yugoslavia,Hong Kong1961-12-02Yugoslavia
5051,True,1961,Kenya,4,True,Kenya,Zanzibar,Kenya1961-12-03Zanzibar
5052,True,1961,Venezuela,4,True,Panama,Venezuela,Panama1961-12-04Venezuela
5053,False,1961,Gambia,1,True,Senegal,Gambia,Senegal1961-12-05Gambia
5054,True,1961,Uganda,2,True,Uganda,Zanzibar,Uganda1961-12-05Zanzibar
5055,False,1961,Yugoslavia,4,True,Indonesia,Yugoslavia,Indonesia1961-12-07Yugoslavia
5056,True,1961,Kenya,3,True,Kenya,Uganda,Kenya1961-12-07Uganda
5057,False,1961,Chile,4,True,Chile,Hungary,Chile1961-12-09Hungary
5058,False,1961,Kenya,2,True,Tanzania,Kenya,Tanzania1961-12-09Kenya
5059,False,1961,Tie,0,True,France,Spain,France1961-12-10Spain
5060,False,1961,Morocco,2,True,Morocco,German DR,Morocco1961-12-10German DR
5061,False,1961,Tunisia,2,False,Tunisia,Nigeria,Tunisia1961-12-10Nigeria
5062,True,1961,Venezuela,3,True,Panama,Venezuela,Panama1961-12-12Venezuela
5063,False,1961,Tie,0,True,Chile,Hungary,Chile1961-12-13Hungary
5064,False,1961,Yugoslavia,2,True,Israel,Yugoslavia,Israel1961-12-14Yugoslavia
5065,True,1961,Bulgaria,1,False,Bulgaria,France,Bulgaria1961-12-16France
5066,False,1961,Ghana,4,True,Ghana,Nigeria,Ghana1961-12-17Nigeria
5067,False,1961,Tie,0,True,Uruguay,Hungary,Uruguay1961-12-23Hungary
5068,False,1961,Belgium,4,True,Belgium,Bulgaria,Belgium1961-12-24Bulgaria
5069,False,1961,Ethiopia,1,True,Ethiopia,Kenya,Ethiopia1961-12-31Kenya
5070,False,1962,Egypt,1,True,Egypt,Austria,Egypt1962-01-05Austria
5071,False,1962,Ethiopia,5,True,Ethiopia,Kenya,Ethiopia1962-01-07Kenya
5072,False,1962,Ethiopia,2,False,Ethiopia,Tunisia,Ethiopia1962-01-14Tunisia
5073,True,1962,Egypt,1,False,Egypt,Uganda,Egypt1962-01-18Uganda
5074,True,1962,Tunisia,3,False,Tunisia,Uganda,Tunisia1962-01-20Uganda
5075,False,1962,Ethiopia,2,False,Ethiopia,Egypt,Ethiopia1962-01-21Egypt
5076,False,1962,Mali,4,True,Mali,Ivory Coast,Mali1962-02-04Ivory Coast
5077,False,1962,Ivory Coast,2,True,Mali,Ivory Coast,Mali1962-02-06Ivory Coast
5078,False,1962,Ghana,1,True,Mali,Ghana,Mali1962-02-17Ghana
5079,False,1962,Vietnam Republic,1,True,Indonesia,Vietnam Republic,Indonesia1962-02-19Vietnam Republic
5080,False,1962,Libya,3,True,Libya,Tunisia,Libya1962-03-11Tunisia
5081,False,1962,Tie,0,True,Uruguay,Argentina,Uruguay1962-03-13Argentina
5082,False,1962,Tie,0,True,Ghana,Mali,Ghana1962-03-17Mali
5083,False,1962,Curaçao,1,True,Curaçao,Suriname,Curaçao1962-03-27Suriname
5084,False,1962,Argentina,1,True,Argentina,Mexico,Argentina1962-03-28Mexico
5085,False,1962,Belgium,2,True,Belgium,Netherlands,Belgium1962-04-01Netherlands
5086,False,1962,Mexico,1,True,Colombia,Mexico,Colombia1962-04-01Mexico
5087,False,1962,Tie,0,True,Colombia,Mexico,Colombia1962-04-04Mexico
5088,False,1962,England,2,True,England,Austria,England1962-04-04Austria
5089,False,1962,Sweden,2,True,Sweden,Czechoslovakia,Sweden1962-04-07Czechoslovakia
5090,False,1962,Austria,1,True,Republic of Ireland,Austria,Republic of Ireland1962-04-08Austria
5091,False,1962,Poland,2,True,France,Poland,France1962-04-11Poland
5092,False,1962,Germany,3,True,Germany,Uruguay,Germany1962-04-11Uruguay
5093,False,1962,Russia,2,True,Luxembourg,Russia,Luxembourg1962-04-11Russia
5094,False,1962,Wales,4,False,Wales,Northern Ireland,Wales1962-04-11Northern Ireland
5095,False,1962,Scotland,2,False,Scotland,England,Scotland1962-04-14England
5096,False,1962,Poland,2,True,Morocco,Poland,Morocco1962-04-15Poland
5097,False,1962,Tie,0,True,Hungary,Uruguay,Hungary1962-04-18Uruguay
5098,False,1962,Russia,2,True,Sweden,Russia,Sweden1962-04-18Russia
5099,False,1962,Guadeloupe,1,True,Guadeloupe,Martinique,Guadeloupe1962-04-19Martinique
5100,False,1962,Brazil,6,False,Brazil,Paraguay,Brazil1962-04-21Paraguay
5101,False,1962,Czechoslovakia,2,True,Czechoslovakia,Uruguay,Czechoslovakia1962-04-22Uruguay
5102,False,1962,Brazil,4,False,Brazil,Paraguay,Brazil1962-04-24Paraguay
5103,False,1962,Mexico,1,True,Mexico,Colombia,Mexico1962-04-25Colombia
5104,False,1962,Russia,5,True,Russia,Uruguay,Russia1962-04-27Uruguay
5105,False,1962,Hungary,1,True,Hungary,Turkey,Hungary1962-04-29Turkey
5106,False,1962,Uruguay,1,True,Scotland,Uruguay,Scotland1962-05-02Uruguay
5107,False,1962,Russia,1,True,Russia,German DR,Russia1962-05-03German DR
5108,False,1962,Italy,1,True,Italy,France,Italy1962-05-05France
5109,False,1962,Austria,2,True,Austria,Bulgaria,Austria1962-05-06Bulgaria
5110,False,1962,Brazil,1,True,Brazil,Portugal,Brazil1962-05-06Portugal
5111,False,1962,Brazil,1,True,Brazil,Portugal,Brazil1962-05-09Portugal
5112,False,1962,England,2,True,England,Switzerland,England1962-05-09Switzerland
5113,False,1962,Netherlands,4,True,Netherlands,Northern Ireland,Netherlands1962-05-09Northern Ireland
5114,False,1962,Togo,1,True,Togo,Guinea,Togo1962-05-09Guinea
5115,False,1962,Brazil,2,True,Brazil,Wales,Brazil1962-05-12Wales
5116,False,1962,Italy,2,True,Belgium,Italy,Belgium1962-05-13Italy
5117,False,1962,Brazil,2,True,Brazil,Wales,Brazil1962-05-16Wales
5118,False,1962,Norway,1,True,Norway,Netherlands,Norway1962-05-16Netherlands
5119,False,1962,Turkey,1,True,Turkey,Israel,Turkey1962-05-16Israel
5120,False,1962,Yugoslavia,2,True,Yugoslavia,German DR,Yugoslavia1962-05-16German DR
5121,False,1962,Belgium,1,True,Portugal,Belgium,Portugal1962-05-17Belgium
5122,False,1962,Haiti,1,True,Jamaica,Haiti,Jamaica1962-05-19Haiti
5123,False,1962,England,4,True,Peru,England,Peru1962-05-20England
5124,False,1962,Haiti,2,True,Jamaica,Haiti,Jamaica1962-05-21Haiti
5125,False,1962,Mexico,1,True,Mexico,Wales,Mexico1962-05-22Wales
5126,False,1962,German DR,3,True,German DR,Denmark,German DR1962-05-23Denmark
5127,False,1962,Haiti,3,True,Jamaica,Haiti,Jamaica1962-05-23Haiti
5128,False,1962,Poland,2,True,Poland,Belgium,Poland1962-05-23Belgium
5129,True,1962,Argentina,1,False,Argentina,Bulgaria,Argentina1962-05-30Bulgaria
5130,True,1962,Brazil,2,False,Brazil,Mexico,Brazil1962-05-30Mexico
5131,False,1962,Chile,2,False,Chile,Switzerland,Chile1962-05-30Switzerland
5132,True,1962,Uruguay,1,False,Colombia,Uruguay,Colombia1962-05-30Uruguay
5133,True,1962,Czechoslovakia,1,False,Czechoslovakia,Spain,Czechoslovakia1962-05-31Spain
5134,True,1962,Hungary,1,False,England,Hungary,England1962-05-31Hungary
5135,True,1962,Tie,0,False,Germany,Italy,Germany1962-05-31Italy
5136,True,1962,Russia,2,False,Russia,Yugoslavia,Russia1962-05-31Yugoslavia
5137,True,1962,England,2,False,Argentina,England,Argentina1962-06-02England
5138,True,1962,Tie,0,False,Brazil,Czechoslovakia,Brazil1962-06-02Czechoslovakia
5139,False,1962,Chile,2,False,Chile,Italy,Chile1962-06-02Italy
5140,False,1962,New Zealand,3,True,New Zealand,New Caledonia,New Zealand1962-06-02New Caledonia
5141,True,1962,Yugoslavia,2,False,Uruguay,Yugoslavia,Uruguay1962-06-02Yugoslavia
5142,True,1962,Hungary,5,False,Bulgaria,Hungary,Bulgaria1962-06-03Hungary
5143,True,1962,Tie,0,False,Colombia,Russia,Colombia1962-06-03Russia
5144,True,1962,Germany,1,False,Germany,Switzerland,Germany1962-06-03Switzerland
5145,True,1962,Spain,1,False,Mexico,Spain,Mexico1962-06-03Spain
5146,False,1962,Tie,0,True,Tunisia,Libya,Tunisia1962-06-03Libya
5147,False,1962,New Zealand,2,True,New Zealand,New Caledonia,New Zealand1962-06-04New Caledonia
5148,True,1962,Tie,0,False,Argentina,Hungary,Argentina1962-06-06Hungary
5149,True,1962,Brazil,1,False,Brazil,Spain,Brazil1962-06-06Spain
5150,False,1962,Germany,2,False,Chile,Germany,Chile1962-06-06Germany
5151,True,1962,Russia,1,False,Russia,Uruguay,Russia1962-06-06Uruguay
5152,True,1962,Tie,0,False,Bulgaria,England,Bulgaria1962-06-07England
5153,True,1962,Yugoslavia,5,False,Colombia,Yugoslavia,Colombia1962-06-07Yugoslavia
5154,True,1962,Mexico,2,False,Czechoslovakia,Mexico,Czechoslovakia1962-06-07Mexico
5155,True,1962,Italy,3,False,Italy,Switzerland,Italy1962-06-07Switzerland
5156,False,1962,Hong Kong,4,True,Singapore,Hong Kong,Singapore1962-06-09Hong Kong
5157,True,1962,Brazil,2,False,Brazil,England,Brazil1962-06-10England
5158,False,1962,Chile,1,False,Chile,Russia,Chile1962-06-10Russia
5159,True,1962,Czechoslovakia,1,False,Czechoslovakia,Hungary,Czechoslovakia1962-06-10Hungary
5160,True,1962,Yugoslavia,1,False,Germany,Yugoslavia,Germany1962-06-10Yugoslavia
5161,False,1962,Denmark,5,False,Denmark,Norway,Denmark1962-06-11Norway
5162,False,1962,Brazil,2,False,Chile,Brazil,Chile1962-06-13Brazil
5163,True,1962,Czechoslovakia,2,False,Czechoslovakia,Yugoslavia,Czechoslovakia1962-06-13Yugoslavia
5164,False,1962,Chile,1,False,Chile,Yugoslavia,Chile1962-06-16Yugoslavia
5165,True,1962,Brazil,2,False,Brazil,Czechoslovakia,Brazil1962-06-17Czechoslovakia
5166,False,1962,Sweden,3,False,Finland,Sweden,Finland1962-06-19Sweden
5167,False,1962,Sweden,2,False,Norway,Sweden,Norway1962-06-21Sweden
5168,False,1962,Hungary,1,True,Austria,Hungary,Austria1962-06-24Hungary
5169,False,1962,Denmark,5,False,Denmark,Malta,Denmark1962-06-28Malta
5170,False,1962,Norway,5,True,Norway,Malta,Norway1962-07-03Malta
5171,False,1962,Kenya,5,True,Kenya,Zanzibar,Kenya1962-07-06Zanzibar
5172,False,1962,Tie,0,True,Jamaica,Curaçao,Jamaica1962-07-07Curaçao
5173,False,1962,Norway,2,True,Iceland,Norway,Iceland1962-07-09Norway
5174,False,1962,Jamaica,1,True,Jamaica,Curaçao,Jamaica1962-07-09Curaçao
5175,False,1962,Curaçao,1,True,Jamaica,Curaçao,Jamaica1962-07-11Curaçao
5176,False,1962,Indonesia,1,True,Singapore,Indonesia,Singapore1962-07-12Indonesia
5177,False,1962,Gabon,2,True,Gabon,Congo,Gabon1962-07-14Congo
5178,False,1962,Tie,0,True,Vietnam Republic,Chinese Taipei,Vietnam Republic1962-07-14Chinese Taipei
5179,False,1962,Thailand,4,True,Thailand,Chinese Taipei,Thailand1962-07-25Chinese Taipei
5180,False,1962,Tie,0,True,Singapore,Chinese Taipei,Singapore1962-07-27Chinese Taipei
5181,False,1962,Kenya,1,True,Kenya,Tanzania,Kenya1962-07-28Tanzania
5182,False,1962,Bolivia,2,False,Bolivia,Paraguay,Bolivia1962-08-10Paraguay
5183,False,1962,Bolivia,1,False,Bolivia,Paraguay,Bolivia1962-08-12Paraguay
5184,False,1962,Republic of Ireland,2,False,Republic of Ireland,Iceland,Republic of Ireland1962-08-12Iceland
5185,False,1962,Argentina,2,False,Argentina,Uruguay,Argentina1962-08-15Uruguay
5186,False,1962,Tie,0,True,Gabon,Cameroon,Gabon1962-08-20Cameroon
5187,False,1962,Norway,1,False,Norway,Finland,Norway1962-08-26Finland
5188,False,1962,Suriname,2,True,Suriname,Guadeloupe,Suriname1962-08-31Guadeloupe
5189,False,1962,Uganda,2,True,Uganda,Kenya,Uganda1962-09-01Kenya
5190,False,1962,Tie,0,False,Iceland,Republic of Ireland,Iceland1962-09-02Republic of Ireland
5191,False,1962,Hungary,2,True,Poland,Hungary,Poland1962-09-02Hungary
5192,False,1962,Netherlands,8,True,Netherlands,Curaçao,Netherlands1962-09-05Curaçao
5193,True,1962,Tie,0,False,Malaysia,Japan,Malaysia1962-09-08Japan
5194,True,1962,Pakistan,1,False,Burma,Pakistan,Burma1962-09-09Pakistan
5195,False,1962,Denmark,2,True,Denmark,Curaçao,Denmark1962-09-11Curaçao
5196,True,1962,Indonesia,2,False,Indonesia,Singapore,Indonesia1962-09-11Singapore
5197,True,1962,Indonesia,9,False,Indonesia,Philippines,Indonesia1962-09-12Philippines
5198,True,1962,Tie,0,False,Japan,Pakistan,Japan1962-09-12Pakistan
5199,True,1962,Malaysia,1,False,Malaysia,Burma,Malaysia1962-09-13Burma
5200,True,1962,Singapore,5,False,Philippines,Singapore,Philippines1962-09-13Singapore
5201,True,1962,Indonesia,1,False,Indonesia,Vietnam Republic,Indonesia1962-09-14Vietnam Republic
5202,True,1962,Burma,2,False,Burma,Japan,Burma1962-09-15Japan
5203,False,1962,Czechoslovakia,6,True,Austria,Czechoslovakia,Austria1962-09-16Czechoslovakia
5204,False,1962,Congo,2,True,Congo,Gabon,Congo1962-09-16Gabon
5205,False,1962,Denmark,5,False,Finland,Denmark,Finland1962-09-16Denmark
5206,False,1962,Tie,0,True,German DR,Yugoslavia,German DR1962-09-16Yugoslavia
5207,True,1962,Tie,0,False,Malaysia,Pakistan,Malaysia1962-09-16Pakistan
5208,False,1962,Norway,1,False,Norway,Sweden,Norway1962-09-16Sweden
5209,True,1962,Vietnam Republic,6,False,Philippines,Vietnam Republic,Philippines1962-09-16Vietnam Republic
5210,False,1962,Tie,0,True,Trinidad and Tobago,Suriname,Trinidad and Tobago1962-09-16Suriname
5211,True,1962,Tie,0,False,Singapore,Vietnam Republic,Singapore1962-09-17Vietnam Republic
5212,False,1962,Trinidad and Tobago,1,True,Trinidad and Tobago,Suriname,Trinidad and Tobago1962-09-18Suriname
5213,True,1962,Indonesia,1,False,Indonesia,Pakistan,Indonesia1962-09-19Pakistan
5214,False,1962,Yugoslavia,3,True,Yugoslavia,Ethiopia,Yugoslavia1962-09-19Ethiopia
5215,False,1962,Tie,0,True,Trinidad and Tobago,Suriname,Trinidad and Tobago1962-09-20Suriname
5216,False,1962,Singapore,1,True,Singapore,Japan,Singapore1962-09-21Japan
5217,False,1962,Tie,0,True,Trinidad and Tobago,Suriname,Trinidad and Tobago1962-09-22Suriname
5218,False,1962,Denmark,3,True,Denmark,Netherlands,Denmark1962-09-26Netherlands
5219,True,1962,Ghana,3,True,Ghana,Kenya,Ghana1962-09-29Kenya
5220,False,1962,Bulgaria,1,True,Bulgaria,Poland,Bulgaria1962-09-30Poland
5221,False,1962,Romania,4,True,Romania,Morocco,Romania1962-09-30Morocco
5222,False,1962,Germany,1,True,Yugoslavia,Germany,Yugoslavia1962-09-30Germany
5223,False,1962,Tie,0,False,England,France,England1962-10-03France
5224,False,1962,Northern Ireland,2,False,Poland,Northern Ireland,Poland1962-10-10Northern Ireland
5225,False,1962,Turkey,3,True,Turkey,Ethiopia,Turkey1962-10-10Ethiopia
5226,False,1962,Ghana,3,True,Uganda,Ghana,Uganda1962-10-10Ghana
5227,False,1962,Tie,0,True,Poland,Morocco,Poland1962-10-11Morocco
5228,False,1962,Ghana,4,True,Kenya,Ghana,Kenya1962-10-12Ghana
5229,False,1962,South Korea,2,True,South Korea,Indonesia,South Korea1962-10-12Indonesia
5230,False,1962,Tie,0,True,Suriname,Guadeloupe,Suriname1962-10-13Guadeloupe
5231,False,1962,Belgium,2,True,Belgium,Netherlands,Belgium1962-10-14Netherlands
5232,False,1962,German DR,1,True,German DR,Romania,German DR1962-10-14Romania
5233,False,1962,Yugoslavia,1,True,Hungary,Yugoslavia,Hungary1962-10-14Yugoslavia
5234,False,1962,South Korea,2,True,South Korea,Indonesia,South Korea1962-10-14Indonesia
5235,False,1962,Ghana,12,True,Malawi,Ghana,Malawi1962-10-15Ghana
5236,False,1962,Suriname,2,True,Suriname,French Guiana,Suriname1962-10-15French Guiana
5237,False,1962,Tie,0,True,Israel,Austria,Israel1962-10-17Austria
5238,False,1962,Greece,1,True,Greece,Ethiopia,Greece1962-10-18Ethiopia
5239,False,1962,Ghana,4,True,Tanzania,Ghana,Tanzania1962-10-18Ghana
5240,False,1962,England,2,False,Northern Ireland,England,Northern Ireland1962-10-20England
5241,False,1962,Scotland,1,False,Wales,Scotland,Wales1962-10-20Scotland
5242,False,1962,Tie,0,True,Germany,France,Germany1962-10-24France
5243,False,1962,Vietnam Republic,4,False,Vietnam Republic,Indonesia,Vietnam Republic1962-10-25Indonesia
5244,True,1962,Malaysia,2,False,Malaysia,Thailand,Malaysia1962-10-27Thailand
5245,False,1962,Czechoslovakia,1,True,Czechoslovakia,Poland,Czechoslovakia1962-10-28Poland
5246,False,1962,Hungary,2,True,Hungary,Austria,Hungary1962-10-28Austria
5247,True,1962,Indonesia,1,False,Indonesia,Malaysia,Indonesia1962-10-28Malaysia
5248,False,1962,Sweden,2,False,Sweden,Denmark,Sweden1962-10-28Denmark
5249,False,1962,Thailand,1,False,Vietnam Republic,Thailand,Vietnam Republic1962-10-28Thailand
5250,True,1962,Indonesia,7,False,Indonesia,Thailand,Indonesia1962-10-30Thailand
5251,False,1962,Vietnam Republic,2,False,Vietnam Republic,Malaysia,Vietnam Republic1962-10-30Malaysia
5252,False,1962,Vietnam Republic,2,False,Vietnam Republic,Indonesia,Vietnam Republic1962-10-31Indonesia
5253,False,1962,Spain,6,False,Spain,Romania,Spain1962-11-01Romania
5254,False,1962,Tie,0,False,Sweden,Norway,Sweden1962-11-04Norway
5255,False,1962,Tanzania,2,True,Tanzania,Uganda,Tanzania1962-11-04Uganda
5256,False,1962,Yugoslavia,1,False,Yugoslavia,Belgium,Yugoslavia1962-11-04Belgium
5257,False,1962,Kenya,3,True,Kenya,Uganda,Kenya1962-11-05Uganda
5258,False,1962,Bulgaria,2,False,Bulgaria,Portugal,Bulgaria1962-11-07Portugal
5259,False,1962,Tie,0,False,Chile,Argentina,Chile1962-11-07Argentina
5260,False,1962,Hungary,2,False,Hungary,Wales,Hungary1962-11-07Wales
5261,False,1962,Scotland,4,False,Scotland,Northern Ireland,Scotland1962-11-07Northern Ireland
5262,False,1962,Tie,0,True,Nigeria,Ghana,Nigeria1962-11-10Ghana
5263,False,1962,Italy,1,True,Austria,Italy,Austria1962-11-11Italy
5264,False,1962,Hungary,1,True,France,Hungary,France1962-11-11Hungary
