,ids,team
0,Scotland1872-11-30England,Scotland
1,Scotland1872-11-30England,England
2,England1873-03-08Scotland,England
3,England1873-03-08Scotland,Scotland
4,Scotland1874-03-07England,Scotland
5,Scotland1874-03-07England,England
6,England1875-03-06Scotland,England
7,England1875-03-06Scotland,Scotland
8,Scotland1876-03-04England,Scotland
9,Scotland1876-03-04England,England
10,Scotland1876-03-25Wales,Scotland
11,Scotland1876-03-25Wales,Wales
12,England1877-03-03Scotland,England
13,England1877-03-03Scotland,Scotland
14,Wales1877-03-05Scotland,Wales
15,Wales1877-03-05Scotland,Scotland
16,Scotland1878-03-02England,Scotland
17,Scotland1878-03-02England,England
18,Scotland1878-03-23Wales,Scotland
19,Scotland1878-03-23Wales,Wales
20,England1879-01-18Wales,England
21,England1879-01-18Wales,Wales
22,England1879-04-05Scotland,England
23,England1879-04-05Scotland,Scotland
24,Wales1879-04-07Scotland,Wales
25,Wales1879-04-07Scotland,Scotland
26,Scotland1880-03-13England,Scotland
27,Scotland1880-03-13England,England
28,Wales1880-03-15England,Wales
29,Wales1880-03-15England,England
30,Scotland1880-03-27Wales,Scotland
31,Scotland1880-03-27Wales,Wales
32,England1881-02-26Wales,England
33,England1881-02-26Wales,Wales
34,England1881-03-12Scotland,England
35,England1881-03-12Scotland,Scotland
36,Wales1881-03-14Scotland,Wales
37,Wales1881-03-14Scotland,Scotland
38,Northern Ireland1882-02-18England,Northern Ireland
39,Northern Ireland1882-02-18England,England
40,Wales1882-02-25Northern Ireland,Wales
41,Wales1882-02-25Northern Ireland,Northern Ireland
42,Scotland1882-03-11England,Scotland
43,Scotland1882-03-11England,England
44,Wales1882-03-13England,Wales
45,Wales1882-03-13England,England
46,Scotland1882-03-25Wales,Scotland
47,Scotland1882-03-25Wales,Wales
48,England1883-02-03Wales,England
49,England1883-02-03Wales,Wales
50,England1883-02-24Northern Ireland,England
51,England1883-02-24Northern Ireland,Northern Ireland
52,England1883-03-10Scotland,England
53,England1883-03-10Scotland,Scotland
54,Wales1883-03-12Scotland,Wales
55,Wales1883-03-12Scotland,Scotland
56,Northern Ireland1883-03-17Wales,Northern Ireland
57,Northern Ireland1883-03-17Wales,Wales
58,Northern Ireland1884-01-26Scotland,Northern Ireland
59,Northern Ireland1884-01-26Scotland,Scotland
60,Wales1884-02-09Northern Ireland,Wales
61,Wales1884-02-09Northern Ireland,Northern Ireland
62,Northern Ireland1884-02-23England,Northern Ireland
63,Northern Ireland1884-02-23England,England
64,Scotland1884-03-15England,Scotland
65,Scotland1884-03-15England,England
66,Wales1884-03-17England,Wales
67,Wales1884-03-17England,England
68,Scotland1884-03-29Wales,Scotland
69,Scotland1884-03-29Wales,Wales
70,England1885-02-28Northern Ireland,England
71,England1885-02-28Northern Ireland,Northern Ireland
72,England1885-03-14Wales,England
73,England1885-03-14Wales,Wales
74,Scotland1885-03-14Northern Ireland,Scotland
75,Scotland1885-03-14Northern Ireland,Northern Ireland
76,England1885-03-21Scotland,England
77,England1885-03-21Scotland,Scotland
78,Wales1885-03-23Scotland,Wales
79,Wales1885-03-23Scotland,Scotland
80,Northern Ireland1885-04-11Wales,Northern Ireland
81,Northern Ireland1885-04-11Wales,Wales
82,United States1885-11-28Canada,United States
83,United States1885-11-28Canada,Canada
84,Wales1886-02-27Northern Ireland,Wales
85,Wales1886-02-27Northern Ireland,Northern Ireland
86,Northern Ireland1886-03-13England,Northern Ireland
87,Northern Ireland1886-03-13England,England
88,Northern Ireland1886-03-20Scotland,Northern Ireland
89,Northern Ireland1886-03-20Scotland,Scotland
90,Scotland1886-03-27England,Scotland
91,Scotland1886-03-27England,England
92,Wales1886-03-29England,Wales
93,Wales1886-03-29England,England
94,Scotland1886-04-10Wales,Scotland
95,Scotland1886-04-10Wales,Wales
96,United States1886-11-25Canada,United States
97,United States1886-11-25Canada,Canada
98,England1887-02-05Northern Ireland,England
99,England1887-02-05Northern Ireland,Northern Ireland
100,Scotland1887-02-19Northern Ireland,Scotland
101,Scotland1887-02-19Northern Ireland,Northern Ireland
102,England1887-02-26Wales,England
103,England1887-02-26Wales,Wales
104,Northern Ireland1887-03-12Wales,Northern Ireland
105,Northern Ireland1887-03-12Wales,Wales
106,England1887-03-19Scotland,England
107,England1887-03-19Scotland,Scotland
108,Wales1887-03-21Scotland,Wales
109,Wales1887-03-21Scotland,Scotland
110,England1888-02-04Wales,England
111,England1888-02-04Wales,Wales
112,Wales1888-03-03Northern Ireland,Wales
113,Wales1888-03-03Northern Ireland,Northern Ireland
114,Scotland1888-03-10Wales,Scotland
115,Scotland1888-03-10Wales,Wales
116,Scotland1888-03-17England,Scotland
117,Scotland1888-03-17England,England
118,Northern Ireland1888-03-24Scotland,Northern Ireland
119,Northern Ireland1888-03-24Scotland,Scotland
120,Northern Ireland1888-04-07England,Northern Ireland
121,Northern Ireland1888-04-07England,England
122,Scotland1888-09-19Canada,Scotland
123,Scotland1888-09-19Canada,Canada
124,England1889-02-23Wales,England
125,England1889-02-23Wales,Wales
126,England1889-03-02Northern Ireland,England
127,England1889-03-02Northern Ireland,Northern Ireland
128,Scotland1889-03-09Northern Ireland,Scotland
129,Scotland1889-03-09Northern Ireland,Northern Ireland
130,England1889-04-13Scotland,England
131,England1889-04-13Scotland,Scotland
132,Wales1889-04-15Scotland,Wales
133,Wales1889-04-15Scotland,Scotland
134,Northern Ireland1889-04-27Wales,Northern Ireland
135,Northern Ireland1889-04-27Wales,Wales
136,Wales1890-02-08Northern Ireland,Wales
137,Wales1890-02-08Northern Ireland,Northern Ireland
138,Northern Ireland1890-03-15England,Northern Ireland
139,Northern Ireland1890-03-15England,England
140,Wales1890-03-15England,Wales
141,Wales1890-03-15England,England
142,Scotland1890-03-22Wales,Scotland
143,Scotland1890-03-22Wales,Wales
144,Northern Ireland1890-03-29Scotland,Northern Ireland
145,Northern Ireland1890-03-29Scotland,Scotland
146,Scotland1890-04-05England,Scotland
147,Scotland1890-04-05England,England
148,Northern Ireland1891-02-07Wales,Northern Ireland
149,Northern Ireland1891-02-07Wales,Wales
150,England1891-03-07Wales,England
151,England1891-03-07Wales,Wales
152,England1891-03-07Northern Ireland,England
153,England1891-03-07Northern Ireland,Northern Ireland
154,Wales1891-03-21Scotland,Wales
155,Wales1891-03-21Scotland,Scotland
156,Scotland1891-03-28Northern Ireland,Scotland
157,Scotland1891-03-28Northern Ireland,Northern Ireland
158,England1891-04-06Scotland,England
159,England1891-04-06Scotland,Scotland
160,Wales1892-02-27Northern Ireland,Wales
161,Wales1892-02-27Northern Ireland,Northern Ireland
162,Northern Ireland1892-03-05England,Northern Ireland
163,Northern Ireland1892-03-05England,England
164,Wales1892-03-05England,Wales
165,Wales1892-03-05England,England
166,Northern Ireland1892-03-19Scotland,Northern Ireland
167,Northern Ireland1892-03-19Scotland,Scotland
168,Scotland1892-03-26Wales,Scotland
169,Scotland1892-03-26Wales,Wales
170,Scotland1892-04-02England,Scotland
171,Scotland1892-04-02England,England
172,England1893-02-25Northern Ireland,England
173,England1893-02-25Northern Ireland,Northern Ireland
174,England1893-03-13Wales,England
175,England1893-03-13Wales,Wales
176,Wales1893-03-18Scotland,Wales
177,Wales1893-03-18Scotland,Scotland
178,Scotland1893-03-25Northern Ireland,Scotland
179,Scotland1893-03-25Northern Ireland,Northern Ireland
180,England1893-04-01Scotland,England
181,England1893-04-01Scotland,Scotland
182,Wales1894-02-24Northern Ireland,Wales
183,Wales1894-02-24Northern Ireland,Northern Ireland
184,Northern Ireland1894-03-03England,Northern Ireland
185,Northern Ireland1894-03-03England,England
186,Wales1894-03-12England,Wales
187,Wales1894-03-12England,England
188,Scotland1894-03-24Wales,Scotland
189,Scotland1894-03-24Wales,Wales
190,Northern Ireland1894-03-31Scotland,Northern Ireland
191,Northern Ireland1894-03-31Scotland,Scotland
192,Scotland1894-04-07England,Scotland
193,Scotland1894-04-07England,England
194,England1895-03-09Northern Ireland,England
195,England1895-03-09Northern Ireland,Northern Ireland
196,Northern Ireland1895-03-16Wales,Northern Ireland
197,Northern Ireland1895-03-16Wales,Wales
198,England1895-03-18Wales,England
199,England1895-03-18Wales,Wales
200,Wales1895-03-23Scotland,Wales
201,Wales1895-03-23Scotland,Scotland
202,Scotland1895-03-30Northern Ireland,Scotland
203,Scotland1895-03-30Northern Ireland,Northern Ireland
204,England1895-04-06Scotland,England
205,England1895-04-06Scotland,Scotland
206,Wales1896-02-29Northern Ireland,Wales
207,Wales1896-02-29Northern Ireland,Northern Ireland
208,Northern Ireland1896-03-07England,Northern Ireland
209,Northern Ireland1896-03-07England,England
210,Wales1896-03-16England,Wales
211,Wales1896-03-16England,England
212,Scotland1896-03-21Wales,Scotland
213,Scotland1896-03-21Wales,Wales
214,Northern Ireland1896-03-28Scotland,Northern Ireland
215,Northern Ireland1896-03-28Scotland,Scotland
216,Scotland1896-04-04England,Scotland
217,Scotland1896-04-04England,England
218,England1897-02-20Northern Ireland,England
219,England1897-02-20Northern Ireland,Northern Ireland
220,Northern Ireland1897-03-06Wales,Northern Ireland
221,Northern Ireland1897-03-06Wales,Wales
222,Wales1897-03-20Scotland,Wales
223,Wales1897-03-20Scotland,Scotland
224,Scotland1897-03-27Northern Ireland,Scotland
225,Scotland1897-03-27Northern Ireland,Northern Ireland
226,England1897-03-29Wales,England
227,England1897-03-29Wales,Wales
228,England1897-04-03Scotland,England
229,England1897-04-03Scotland,Scotland
230,Wales1898-02-19Northern Ireland,Wales
231,Wales1898-02-19Northern Ireland,Northern Ireland
232,Northern Ireland1898-03-05England,Northern Ireland
233,Northern Ireland1898-03-05England,England
234,Scotland1898-03-19Wales,Scotland
235,Scotland1898-03-19Wales,Wales
236,Northern Ireland1898-03-26Scotland,Northern Ireland
237,Northern Ireland1898-03-26Scotland,Scotland
238,Wales1898-03-28England,Wales
239,Wales1898-03-28England,England
240,Scotland1898-04-02England,Scotland
241,Scotland1898-04-02England,England
242,England1899-02-18Northern Ireland,England
243,England1899-02-18Northern Ireland,Northern Ireland
244,Northern Ireland1899-03-04Wales,Northern Ireland
245,Northern Ireland1899-03-04Wales,Wales
246,Wales1899-03-18Scotland,Wales
247,Wales1899-03-18Scotland,Scotland
248,England1899-03-20Wales,England
249,England1899-03-20Wales,Wales
250,Scotland1899-03-25Northern Ireland,Scotland
251,Scotland1899-03-25Northern Ireland,Northern Ireland
252,England1899-04-08Scotland,England
253,England1899-04-08Scotland,Scotland
254,Scotland1900-02-03Wales,Scotland
255,Scotland1900-02-03Wales,Wales
256,Wales1900-02-24Northern Ireland,Wales
257,Wales1900-02-24Northern Ireland,Northern Ireland
258,Northern Ireland1900-03-03Scotland,Northern Ireland
259,Northern Ireland1900-03-03Scotland,Scotland
260,Northern Ireland1900-03-17England,Northern Ireland
261,Northern Ireland1900-03-17England,England
262,Wales1900-03-26England,Wales
263,Wales1900-03-26England,England
264,Scotland1900-04-07England,Scotland
265,Scotland1900-04-07England,England
266,Scotland1901-02-23Northern Ireland,Scotland
267,Scotland1901-02-23Northern Ireland,Northern Ireland
268,Wales1901-03-02Scotland,Wales
269,Wales1901-03-02Scotland,Scotland
270,England1901-03-09Northern Ireland,England
271,England1901-03-09Northern Ireland,Northern Ireland
272,England1901-03-18Wales,England
273,England1901-03-18Wales,Wales
274,Northern Ireland1901-03-23Wales,Northern Ireland
275,Northern Ireland1901-03-23Wales,Wales
276,England1901-03-30Scotland,England
277,England1901-03-30Scotland,Scotland
278,Wales1902-02-22Northern Ireland,Wales
279,Wales1902-02-22Northern Ireland,Northern Ireland
280,Northern Ireland1902-03-01Scotland,Northern Ireland
281,Northern Ireland1902-03-01Scotland,Scotland
282,Wales1902-03-03England,Wales
283,Wales1902-03-03England,England
284,Scotland1902-03-15Wales,Scotland
285,Scotland1902-03-15Wales,Wales
286,Northern Ireland1902-03-22England,Northern Ireland
287,Northern Ireland1902-03-22England,England
288,England1902-05-03Scotland,England
289,England1902-05-03Scotland,Scotland
290,Uruguay1902-07-20Argentina,Uruguay
291,Uruguay1902-07-20Argentina,Argentina
292,Austria1902-10-12Hungary,Austria
293,Austria1902-10-12Hungary,Hungary
294,England1903-02-14Northern Ireland,England
295,England1903-02-14Northern Ireland,Northern Ireland
296,England1903-03-02Wales,England
297,England1903-03-02Wales,Wales
298,Wales1903-03-09Scotland,Wales
299,Wales1903-03-09Scotland,Scotland
300,Scotland1903-03-21Northern Ireland,Scotland
301,Scotland1903-03-21Northern Ireland,Northern Ireland
302,Northern Ireland1903-03-28Wales,Northern Ireland
303,Northern Ireland1903-03-28Wales,Wales
304,England1903-04-04Scotland,England
305,England1903-04-04Scotland,Scotland
306,Hungary1903-04-05Czechoslovakia,Hungary
307,Hungary1903-04-05Czechoslovakia,Czechoslovakia
308,Hungary1903-06-11Austria,Hungary
309,Hungary1903-06-11Austria,Austria
310,Argentina1903-09-13Uruguay,Argentina
311,Argentina1903-09-13Uruguay,Uruguay
312,Austria1903-10-11Hungary,Austria
313,Austria1903-10-11Hungary,Hungary
314,Wales1904-02-29England,Wales
315,Wales1904-02-29England,England
316,Northern Ireland1904-03-12England,Northern Ireland
317,Northern Ireland1904-03-12England,England
318,Scotland1904-03-12Wales,Scotland
319,Scotland1904-03-12Wales,Wales
320,Wales1904-03-21Northern Ireland,Wales
321,Wales1904-03-21Northern Ireland,Northern Ireland
322,Northern Ireland1904-03-26Scotland,Northern Ireland
323,Northern Ireland1904-03-26Scotland,Scotland
324,Scotland1904-04-09England,Scotland
325,Scotland1904-04-09England,England
326,Belgium1904-05-01France,Belgium
327,Belgium1904-05-01France,France
328,Hungary1904-06-02Austria,Hungary
329,Hungary1904-06-02Austria,Austria
330,Austria1904-10-09Hungary,Austria
331,Austria1904-10-09Hungary,Hungary
332,France1905-02-12Switzerland,France
333,France1905-02-12Switzerland,Switzerland
334,England1905-02-25Northern Ireland,England
335,England1905-02-25Northern Ireland,Northern Ireland
336,Wales1905-03-06Scotland,Wales
337,Wales1905-03-06Scotland,Scotland
338,Scotland1905-03-18Northern Ireland,Scotland
339,Scotland1905-03-18Northern Ireland,Northern Ireland
340,England1905-03-27Wales,England
341,England1905-03-27Wales,Wales
342,England1905-04-01Scotland,England
343,England1905-04-01Scotland,Scotland
344,Northern Ireland1905-04-08Wales,Northern Ireland
345,Northern Ireland1905-04-08Wales,Wales
346,Hungary1905-04-09Austria,Hungary
347,Hungary1905-04-09Austria,Austria
348,Belgium1905-04-30Netherlands,Belgium
349,Belgium1905-04-30Netherlands,Netherlands
350,Belgium1905-05-07France,Belgium
351,Belgium1905-05-07France,France
352,Netherlands1905-05-14Belgium,Netherlands
353,Netherlands1905-05-14Belgium,Belgium
354,Argentina1905-08-15Uruguay,Argentina
355,Argentina1905-08-15Uruguay,Uruguay
356,Northern Ireland1906-02-17England,Northern Ireland
357,Northern Ireland1906-02-17England,England
358,Scotland1906-03-03Wales,Scotland
359,Scotland1906-03-03Wales,Wales
360,Northern Ireland1906-03-17Scotland,Northern Ireland
361,Northern Ireland1906-03-17Scotland,Scotland
362,Wales1906-03-19England,Wales
363,Wales1906-03-19England,England
364,Hungary1906-04-01Czechoslovakia,Hungary
365,Hungary1906-04-01Czechoslovakia,Czechoslovakia
366,Wales1906-04-02Northern Ireland,Wales
367,Wales1906-04-02Northern Ireland,Northern Ireland
368,Scotland1906-04-07England,Scotland
369,Scotland1906-04-07England,England
370,France1906-04-22Belgium,France
371,France1906-04-22Belgium,Belgium
372,Belgium1906-04-29Netherlands,Belgium
373,Belgium1906-04-29Netherlands,Netherlands
374,Netherlands1906-05-13Belgium,Netherlands
375,Netherlands1906-05-13Belgium,Belgium
376,Uruguay1906-08-15Argentina,Uruguay
377,Uruguay1906-08-15Argentina,Argentina
378,Czechoslovakia1906-10-07Hungary,Czechoslovakia
379,Czechoslovakia1906-10-07Hungary,Hungary
380,Argentina1906-10-21Uruguay,Argentina
381,Argentina1906-10-21Uruguay,Uruguay
382,Hungary1906-11-04Austria,Hungary
383,Hungary1906-11-04Austria,Austria
384,England1907-02-16Northern Ireland,England
385,England1907-02-16Northern Ireland,Northern Ireland
386,Northern Ireland1907-02-23Wales,Northern Ireland
387,Northern Ireland1907-02-23Wales,Wales
388,Wales1907-03-04Scotland,Wales
389,Wales1907-03-04Scotland,Scotland
390,Scotland1907-03-16Northern Ireland,Scotland
391,Scotland1907-03-16Northern Ireland,Northern Ireland
392,England1907-03-18Wales,England
393,England1907-03-18Wales,Wales
394,England1907-04-06Scotland,England
395,England1907-04-06Scotland,Scotland
396,Hungary1907-04-07Czechoslovakia,Hungary
397,Hungary1907-04-07Czechoslovakia,Czechoslovakia
398,Belgium1907-04-14Netherlands,Belgium
399,Belgium1907-04-14Netherlands,Netherlands
400,Belgium1907-04-21France,Belgium
401,Belgium1907-04-21France,France
402,Austria1907-05-05Hungary,Austria
403,Austria1907-05-05Hungary,Hungary
404,Netherlands1907-05-09Belgium,Netherlands
405,Netherlands1907-05-09Belgium,Belgium
406,Czechoslovakia1907-10-06Hungary,Czechoslovakia
407,Czechoslovakia1907-10-06Hungary,Hungary
408,Hungary1907-11-03Austria,Hungary
409,Hungary1907-11-03Austria,Austria
410,Northern Ireland1908-02-15England,Northern Ireland
411,Northern Ireland1908-02-15England,England
412,Scotland1908-03-07Wales,Scotland
413,Scotland1908-03-07Wales,Wales
414,Switzerland1908-03-08France,Switzerland
415,Switzerland1908-03-08France,France
416,Northern Ireland1908-03-14Scotland,Northern Ireland
417,Northern Ireland1908-03-14Scotland,Scotland
418,Wales1908-03-16England,Wales
419,Wales1908-03-16England,England
420,Belgium1908-03-29Netherlands,Belgium
421,Belgium1908-03-29Netherlands,Netherlands
422,Scotland1908-04-04England,Scotland
423,Scotland1908-04-04England,England
424,Hungary1908-04-05Czechoslovakia,Hungary
425,Hungary1908-04-05Czechoslovakia,Czechoslovakia
426,Switzerland1908-04-05Germany,Switzerland
427,Switzerland1908-04-05Germany,Germany
428,Wales1908-04-11Northern Ireland,Wales
429,Wales1908-04-11Northern Ireland,Northern Ireland
430,France1908-04-12Belgium,France
431,France1908-04-12Belgium,Belgium
432,Netherlands1908-04-26Belgium,Netherlands
433,Netherlands1908-04-26Belgium,Belgium
434,Austria1908-05-03Hungary,Austria
435,Austria1908-05-03Hungary,Hungary
436,Netherlands1908-05-10France,Netherlands
437,Netherlands1908-05-10France,France
438,Austria1908-06-06England,Austria
439,Austria1908-06-06England,England
440,Austria1908-06-07Germany,Austria
441,Austria1908-06-07Germany,Germany
442,Austria1908-06-08England,Austria
443,Austria1908-06-08England,England
444,Hungary1908-06-10England,Hungary
445,Hungary1908-06-10England,England
446,Czechoslovakia1908-06-13England,Czechoslovakia
447,Czechoslovakia1908-06-13England,England
448,Sweden1908-07-12Norway,Sweden
449,Sweden1908-07-12Norway,Norway
450,Uruguay1908-08-15Argentina,Uruguay
451,Uruguay1908-08-15Argentina,Argentina
452,Argentina1908-09-13Uruguay,Argentina
453,Argentina1908-09-13Uruguay,Uruguay
454,Argentina1908-10-04Uruguay,Argentina
455,Argentina1908-10-04Uruguay,Uruguay
456,Netherlands1908-10-25Sweden,Netherlands
457,Netherlands1908-10-25Sweden,Sweden
458,Belgium1908-10-26Sweden,Belgium
459,Belgium1908-10-26Sweden,Sweden
460,Hungary1908-11-01Austria,Hungary
461,Hungary1908-11-01Austria,Austria
462,England1909-02-13Northern Ireland,England
463,England1909-02-13Northern Ireland,Northern Ireland
464,Wales1909-03-01Scotland,Wales
465,Wales1909-03-01Scotland,Scotland
466,England1909-03-15Wales,England
467,England1909-03-15Wales,Wales
468,Scotland1909-03-15Northern Ireland,Scotland
469,Scotland1909-03-15Northern Ireland,Northern Ireland
470,Northern Ireland1909-03-20Wales,Northern Ireland
471,Northern Ireland1909-03-20Wales,Wales
472,Belgium1909-03-21Netherlands,Belgium
473,Belgium1909-03-21Netherlands,Netherlands
474,England1909-04-03Scotland,England
475,England1909-04-03Scotland,Scotland
476,Germany1909-04-04Switzerland,Germany
477,Germany1909-04-04Switzerland,Switzerland
478,Hungary1909-04-04Germany,Hungary
479,Hungary1909-04-04Germany,Germany
480,Netherlands1909-04-25Belgium,Netherlands
481,Netherlands1909-04-25Belgium,Belgium
482,Austria1909-05-02Hungary,Austria
483,Austria1909-05-02Hungary,Hungary
484,Belgium1909-05-09France,Belgium
485,Belgium1909-05-09France,France
486,Hungary1909-05-29England,Hungary
487,Hungary1909-05-29England,England
488,Hungary1909-05-30Austria,Hungary
489,Hungary1909-05-30Austria,Austria
490,Hungary1909-05-31England,Hungary
491,Hungary1909-05-31England,England
492,Austria1909-06-01England,Austria
493,Austria1909-06-01England,England
494,Argentina1909-08-15Uruguay,Argentina
495,Argentina1909-08-15Uruguay,Uruguay
496,Uruguay1909-09-19Argentina,Uruguay
497,Uruguay1909-09-19Argentina,Argentina
498,Argentina1909-10-10Uruguay,Argentina
499,Argentina1909-10-10Uruguay,Uruguay
500,Hungary1909-11-07Austria,Hungary
501,Hungary1909-11-07Austria,Austria
502,Northern Ireland1910-02-12England,Northern Ireland
503,Northern Ireland1910-02-12England,England
504,Scotland1910-03-05Wales,Scotland
505,Scotland1910-03-05Wales,Wales
506,Belgium1910-03-13Netherlands,Belgium
507,Belgium1910-03-13Netherlands,Netherlands
508,Wales1910-03-14England,Wales
509,Wales1910-03-14England,England
510,Northern Ireland1910-03-19Scotland,Northern Ireland
511,Northern Ireland1910-03-19Scotland,Scotland
512,Scotland1910-04-02England,Scotland
513,Scotland1910-04-02England,England
514,France1910-04-03Belgium,France
515,France1910-04-03Belgium,Belgium
516,Switzerland1910-04-03Germany,Switzerland
517,Switzerland1910-04-03Germany,Germany
518,Netherlands1910-04-10Belgium,Netherlands
519,Netherlands1910-04-10Belgium,Belgium
520,Wales1910-04-11Northern Ireland,Wales
521,Wales1910-04-11Northern Ireland,Northern Ireland
522,Netherlands1910-04-24Germany,Netherlands
523,Netherlands1910-04-24Germany,Germany
524,Austria1910-05-01Hungary,Austria
525,Austria1910-05-01Hungary,Hungary
526,Italy1910-05-15France,Italy
527,Italy1910-05-15France,France
528,Germany1910-05-16Belgium,Germany
529,Germany1910-05-16Belgium,Belgium
530,Hungary1910-05-26Italy,Hungary
531,Hungary1910-05-26Italy,Italy
532,Argentina1910-05-27Chile,Argentina
533,Argentina1910-05-27Chile,Chile
534,Chile1910-05-29Uruguay,Chile
535,Chile1910-05-29Uruguay,Uruguay
536,Argentina1910-06-05Chile,Argentina
537,Argentina1910-06-05Chile,Chile
538,Argentina1910-06-12Uruguay,Argentina
539,Argentina1910-06-12Uruguay,Uruguay
540,Uruguay1910-08-15Argentina,Uruguay
541,Uruguay1910-08-15Argentina,Argentina
542,Chile1910-09-11Argentina,Chile
543,Chile1910-09-11Argentina,Argentina
544,Norway1910-09-11Sweden,Norway
545,Norway1910-09-11Sweden,Sweden
546,Germany1910-10-16Netherlands,Germany
547,Germany1910-10-16Netherlands,Netherlands
548,Hungary1910-11-06Austria,Hungary
549,Hungary1910-11-06Austria,Austria
550,Argentina1910-11-13Uruguay,Argentina
551,Argentina1910-11-13Uruguay,Uruguay
552,Argentina1910-11-27Uruguay,Argentina
553,Argentina1910-11-27Uruguay,Uruguay
554,France1911-01-01Hungary,France
555,France1911-01-01Hungary,Hungary
556,Italy1911-01-06Hungary,Italy
557,Italy1911-01-06Hungary,Hungary
558,Switzerland1911-01-08Hungary,Switzerland
559,Switzerland1911-01-08Hungary,Hungary
560,Northern Ireland1911-01-28Wales,Northern Ireland
561,Northern Ireland1911-01-28Wales,Wales
562,England1911-02-11Northern Ireland,England
563,England1911-02-11Northern Ireland,Northern Ireland
564,Wales1911-03-06Scotland,Wales
565,Wales1911-03-06Scotland,Scotland
566,England1911-03-13Wales,England
567,England1911-03-13Wales,Wales
568,Scotland1911-03-18Northern Ireland,Scotland
569,Scotland1911-03-18Northern Ireland,Northern Ireland
570,Belgium1911-03-19Netherlands,Belgium
571,Belgium1911-03-19Netherlands,Netherlands
572,Germany1911-03-26Switzerland,Germany
573,Germany1911-03-26Switzerland,Switzerland
574,England1911-04-01Scotland,England
575,England1911-04-01Scotland,Scotland
576,Netherlands1911-04-02Belgium,Netherlands
577,Netherlands1911-04-02Belgium,Belgium
578,France1911-04-09Italy,France
579,France1911-04-09Italy,Italy
580,Belgium1911-04-23Germany,Belgium
581,Belgium1911-04-23Germany,Germany
582,Switzerland1911-04-23France,Switzerland
583,Switzerland1911-04-23France,France
584,Belgium1911-04-30France,Belgium
585,Belgium1911-04-30France,France
586,Austria1911-05-07Hungary,Austria
587,Austria1911-05-07Hungary,Hungary
588,Italy1911-05-07Switzerland,Italy
589,Italy1911-05-07Switzerland,Switzerland
590,Switzerland1911-05-21Italy,Switzerland
591,Switzerland1911-05-21Italy,Italy
592,Sweden1911-06-18Germany,Sweden
593,Sweden1911-06-18Germany,Germany
594,Argentina1911-08-15Uruguay,Argentina
595,Argentina1911-08-15Uruguay,Uruguay
596,Sweden1911-09-17Norway,Sweden
597,Sweden1911-09-17Norway,Norway
598,Uruguay1911-09-17Argentina,Uruguay
599,Uruguay1911-09-17Argentina,Argentina
600,Uruguay1911-10-08Argentina,Uruguay
601,Uruguay1911-10-08Argentina,Argentina
602,Germany1911-10-09Austria,Germany
603,Germany1911-10-09Austria,Austria
604,Argentina1911-10-22Uruguay,Argentina
605,Argentina1911-10-22Uruguay,Uruguay
606,Finland1911-10-22Sweden,Finland
607,Finland1911-10-22Sweden,Sweden
608,Germany1911-10-29Sweden,Germany
609,Germany1911-10-29Sweden,Sweden
610,Hungary1911-10-29Switzerland,Hungary
611,Hungary1911-10-29Switzerland,Switzerland
612,Luxembourg1911-10-29France,Luxembourg
613,Luxembourg1911-10-29France,France
614,Uruguay1911-10-29Argentina,Uruguay
615,Uruguay1911-10-29Argentina,Argentina
616,Hungary1911-11-05Austria,Hungary
617,Hungary1911-11-05Austria,Austria
618,Germany1911-12-17Hungary,Germany
619,Germany1911-12-17Hungary,Hungary
620,France1912-01-28Belgium,France
621,France1912-01-28Belgium,Belgium
622,Northern Ireland1912-02-10England,Northern Ireland
623,Northern Ireland1912-02-10England,England
624,France1912-02-10Catalonia,France
625,France1912-02-10Catalonia,Catalonia
626,France1912-02-18Switzerland,France
627,France1912-02-18Switzerland,Switzerland
628,Belgium1912-02-20Switzerland,Belgium
629,Belgium1912-02-20Switzerland,Switzerland
630,Scotland1912-03-02Wales,Scotland
631,Scotland1912-03-02Wales,Wales
632,Belgium1912-03-10Netherlands,Belgium
633,Belgium1912-03-10Netherlands,Netherlands
634,Wales1912-03-11England,Wales
635,Wales1912-03-11England,England
636,Northern Ireland1912-03-16Scotland,Northern Ireland
637,Northern Ireland1912-03-16Scotland,Scotland
638,Italy1912-03-17France,Italy
639,Italy1912-03-17France,France
640,Scotland1912-03-23England,Scotland
641,Scotland1912-03-23England,England
642,Netherlands1912-03-24Germany,Netherlands
643,Netherlands1912-03-24Germany,Germany
644,Wales1912-04-13Northern Ireland,Wales
645,Wales1912-04-13Northern Ireland,Northern Ireland
646,Hungary1912-04-14Germany,Hungary
647,Hungary1912-04-14Germany,Germany
648,Netherlands1912-04-28Belgium,Netherlands
649,Netherlands1912-04-28Belgium,Belgium
650,Austria1912-05-05Hungary,Austria
651,Austria1912-05-05Hungary,Hungary
652,Switzerland1912-05-05Germany,Switzerland
653,Switzerland1912-05-05Germany,Germany
654,Norway1912-06-16Sweden,Norway
655,Norway1912-06-16Sweden,Sweden
656,Sweden1912-06-20Hungary,Sweden
657,Sweden1912-06-20Hungary,Hungary
658,Norway1912-06-23Hungary,Norway
659,Norway1912-06-23Hungary,Hungary
660,Sweden1912-06-27Finland,Sweden
661,Sweden1912-06-27Finland,Finland
662,Austria1912-06-29Germany,Austria
663,Austria1912-06-29Germany,Germany
664,Austria1912-06-30Italy,Austria
