,ids,team
665,Austria1912-06-30Italy,Italy
666,Austria1912-07-01Norway,Austria
667,Austria1912-07-01Norway,Norway
668,Hungary1912-07-03Austria,Hungary
669,Hungary1912-07-03Austria,Austria
670,Norway1912-07-03Russia,Norway
671,Norway1912-07-03Russia,Russia
672,Netherlands1912-07-05Austria,Netherlands
673,Netherlands1912-07-05Austria,Austria
674,Russia1912-07-12Hungary,Russia
675,Russia1912-07-12Hungary,Hungary
676,Russia1912-07-14Hungary,Russia
677,Russia1912-07-14Hungary,Hungary
678,Uruguay1912-08-15Argentina,Uruguay
679,Uruguay1912-08-15Argentina,Argentina
680,Uruguay1912-08-25Argentina,Uruguay
681,Uruguay1912-08-25Argentina,Argentina
682,Argentina1912-09-22Uruguay,Argentina
683,Argentina1912-09-22Uruguay,Uruguay
684,Argentina1912-10-06Uruguay,Argentina
685,Argentina1912-10-06Uruguay,Uruguay
686,Denmark1912-10-06Germany,Denmark
687,Denmark1912-10-06Germany,Germany
688,Hungary1912-11-03Austria,Hungary
689,Hungary1912-11-03Austria,Austria
690,Sweden1912-11-03Norway,Sweden
691,Sweden1912-11-03Norway,Norway
692,Germany1912-11-17Netherlands,Germany
693,Germany1912-11-17Netherlands,Netherlands
694,Uruguay1912-12-01Argentina,Uruguay
695,Uruguay1912-12-01Argentina,Argentina
696,Catalonia1912-12-01France,Catalonia
697,Catalonia1912-12-01France,France
698,Italy1912-12-22Austria,Italy
699,Italy1912-12-22Austria,Austria
700,France1913-01-12Italy,France
701,France1913-01-12Italy,Italy
702,Northern Ireland1913-01-18Wales,Northern Ireland
703,Northern Ireland1913-01-18Wales,Wales
704,Northern Ireland1913-02-15England,Northern Ireland
705,Northern Ireland1913-02-15England,England
706,Belgium1913-02-16France,Belgium
707,Belgium1913-02-16France,France
708,Wales1913-03-03Scotland,Wales
709,Wales1913-03-03Scotland,Scotland
710,Belgium1913-03-09Netherlands,Belgium
711,Belgium1913-03-09Netherlands,Netherlands
712,Switzerland1913-03-09France,Switzerland
713,Switzerland1913-03-09France,France
714,Northern Ireland1913-03-15Scotland,Northern Ireland
715,Northern Ireland1913-03-15Scotland,Scotland
716,England1913-03-17Wales,England
717,England1913-03-17Wales,Wales
718,England1913-04-05Scotland,England
719,England1913-04-05Scotland,Scotland
720,France1913-04-20Luxembourg,France
721,France1913-04-20Luxembourg,Luxembourg
722,Netherlands1913-04-20Belgium,Netherlands
723,Netherlands1913-04-20Belgium,Belgium
724,Austria1913-04-27Hungary,Austria
725,Austria1913-04-27Hungary,Hungary
726,Italy1913-05-01Belgium,Italy
727,Italy1913-05-01Belgium,Belgium
728,Russia1913-05-04Sweden,Russia
729,Russia1913-05-04Sweden,Sweden
730,Switzerland1913-05-04Belgium,Switzerland
731,Switzerland1913-05-04Belgium,Belgium
732,Germany1913-05-18Switzerland,Germany
733,Germany1913-05-18Switzerland,Switzerland
734,Hungary1913-05-18Sweden,Hungary
735,Hungary1913-05-18Sweden,Sweden
736,Denmark1913-05-25Sweden,Denmark
737,Denmark1913-05-25Sweden,Sweden
738,Sweden1913-06-08Norway,Sweden
739,Sweden1913-06-08Norway,Norway
740,Argentina1913-06-15Uruguay,Argentina
741,Argentina1913-06-15Uruguay,Uruguay
742,Austria1913-06-15Italy,Austria
743,Austria1913-06-15Italy,Italy
744,Argentina1913-07-09Uruguay,Argentina
745,Argentina1913-07-09Uruguay,Uruguay
746,Argentina1913-08-15Uruguay,Argentina
747,Argentina1913-08-15Uruguay,Uruguay
748,Argentina1913-08-31Uruguay,Argentina
749,Argentina1913-08-31Uruguay,Uruguay
750,Russia1913-09-14Norway,Russia
751,Russia1913-09-14Norway,Norway
752,Chile1913-09-21Argentina,Chile
753,Chile1913-09-21Argentina,Argentina
754,Sweden1913-10-05Denmark,Sweden
755,Sweden1913-10-05Denmark,Denmark
756,Uruguay1913-10-05Argentina,Uruguay
757,Uruguay1913-10-05Argentina,Argentina
758,Germany1913-10-26Denmark,Germany
759,Germany1913-10-26Denmark,Denmark
760,Hungary1913-10-26Austria,Hungary
761,Hungary1913-10-26Austria,Austria
762,Norway1913-10-26Sweden,Norway
763,Norway1913-10-26Sweden,Sweden
764,Uruguay1913-10-26Argentina,Uruguay
765,Uruguay1913-10-26Argentina,Argentina
766,Belgium1913-11-02Switzerland,Belgium
767,Belgium1913-11-02Switzerland,Switzerland
768,Belgium1913-11-23Germany,Belgium
769,Belgium1913-11-23Germany,Germany
770,Italy1914-01-11Austria,Italy
771,Italy1914-01-11Austria,Austria
772,Wales1914-01-19Northern Ireland,Wales
773,Wales1914-01-19Northern Ireland,Northern Ireland
774,France1914-01-25Belgium,France
775,France1914-01-25Belgium,Belgium
776,Luxembourg1914-02-08France,Luxembourg
777,Luxembourg1914-02-08France,France
778,England1914-02-14Northern Ireland,England
779,England1914-02-14Northern Ireland,Northern Ireland
780,Scotland1914-02-28Wales,Scotland
781,Scotland1914-02-28Wales,Wales
782,France1914-03-08Switzerland,France
783,France1914-03-08Switzerland,Switzerland
784,Northern Ireland1914-03-14Scotland,Northern Ireland
785,Northern Ireland1914-03-14Scotland,Scotland
786,Belgium1914-03-15Netherlands,Belgium
787,Belgium1914-03-15Netherlands,Netherlands
788,Wales1914-03-16England,Wales
789,Wales1914-03-16England,England
790,Italy1914-03-29France,Italy
791,Italy1914-03-29France,France
792,Italy1914-04-05Switzerland,Italy
793,Italy1914-04-05Switzerland,Switzerland
794,Netherlands1914-04-05Germany,Netherlands
795,Netherlands1914-04-05Germany,Germany
796,Scotland1914-04-14England,Scotland
797,Scotland1914-04-14England,England
798,Netherlands1914-04-26Belgium,Netherlands
799,Netherlands1914-04-26Belgium,Belgium
800,Austria1914-05-03Hungary,Austria
801,Austria1914-05-03Hungary,Hungary
802,Denmark1914-05-17Netherlands,Denmark
803,Denmark1914-05-17Netherlands,Netherlands
804,Switzerland1914-05-17Italy,Switzerland
805,Switzerland1914-05-17Italy,Italy
806,Sweden1914-05-24Finland,Sweden
807,Sweden1914-05-24Finland,Finland
808,Hungary1914-05-31France,Hungary
809,Hungary1914-05-31France,France
810,Sweden1914-06-21Hungary,Sweden
811,Sweden1914-06-21Hungary,Hungary
812,Norway1914-06-28Sweden,Norway
813,Norway1914-06-28Sweden,Sweden
814,Sweden1914-07-05Russia,Sweden
815,Sweden1914-07-05Russia,Russia
816,Norway1914-07-12Russia,Norway
817,Norway1914-07-12Russia,Russia
818,Uruguay1914-08-30Argentina,Uruguay
819,Uruguay1914-08-30Argentina,Argentina
820,Argentina1914-09-13Uruguay,Argentina
821,Argentina1914-09-13Uruguay,Uruguay
822,Argentina1914-09-20Brazil,Argentina
823,Argentina1914-09-20Brazil,Brazil
824,Argentina1914-09-27Brazil,Argentina
825,Argentina1914-09-27Brazil,Brazil
826,Hungary1914-10-04Austria,Hungary
827,Hungary1914-10-04Austria,Austria
828,Sweden1914-10-25Norway,Sweden
829,Sweden1914-10-25Norway,Norway
830,Austria1914-11-08Hungary,Austria
831,Austria1914-11-08Hungary,Hungary
832,Basque Country1915-01-03Catalonia,Basque Country
833,Basque Country1915-01-03Catalonia,Catalonia
834,Italy1915-01-31Switzerland,Italy
835,Italy1915-01-31Switzerland,Switzerland
836,Catalonia1915-02-07Basque Country,Catalonia
837,Catalonia1915-02-07Basque Country,Basque Country
838,Hungary1915-05-02Austria,Hungary
839,Hungary1915-05-02Austria,Austria
840,Basque Country1915-05-13Catalonia,Basque Country
841,Basque Country1915-05-13Catalonia,Catalonia
842,Austria1915-05-30Hungary,Austria
843,Austria1915-05-30Hungary,Hungary
844,Denmark1915-06-06Sweden,Denmark
845,Denmark1915-06-06Sweden,Sweden
846,Norway1915-06-27Sweden,Norway
847,Norway1915-06-27Sweden,Sweden
848,Uruguay1915-07-18Argentina,Uruguay
849,Uruguay1915-07-18Argentina,Argentina
850,Argentina1915-08-15Uruguay,Argentina
851,Argentina1915-08-15Uruguay,Uruguay
852,Uruguay1915-09-12Argentina,Uruguay
853,Uruguay1915-09-12Argentina,Argentina
854,Denmark1915-09-19Norway,Denmark
855,Denmark1915-09-19Norway,Norway
856,Austria1915-10-03Hungary,Austria
857,Austria1915-10-03Hungary,Hungary
858,Sweden1915-10-24Norway,Sweden
859,Sweden1915-10-24Norway,Norway
860,Sweden1915-10-31Denmark,Sweden
861,Sweden1915-10-31Denmark,Denmark
862,Hungary1915-11-07Austria,Hungary
863,Hungary1915-11-07Austria,Austria
864,Austria1916-05-07Hungary,Austria
865,Austria1916-05-07Hungary,Hungary
866,Catalonia1916-05-21Basque Country,Catalonia
867,Catalonia1916-05-21Basque Country,Basque Country
868,Catalonia1916-05-22Basque Country,Catalonia
869,Catalonia1916-05-22Basque Country,Basque Country
870,Denmark1916-06-04Sweden,Denmark
871,Denmark1916-06-04Sweden,Sweden
872,Hungary1916-06-04Austria,Hungary
873,Hungary1916-06-04Austria,Austria
874,Basque Country1916-06-04Catalonia,Basque Country
875,Basque Country1916-06-04Catalonia,Catalonia
876,Norway1916-06-25Denmark,Norway
877,Norway1916-06-25Denmark,Denmark
878,Chile1916-07-02Uruguay,Chile
879,Chile1916-07-02Uruguay,Uruguay
880,Sweden1916-07-02Norway,Sweden
881,Sweden1916-07-02Norway,Norway
882,Argentina1916-07-06Chile,Argentina
883,Argentina1916-07-06Chile,Chile
884,Brazil1916-07-08Chile,Brazil
885,Brazil1916-07-08Chile,Chile
886,Argentina1916-07-10Brazil,Argentina
887,Argentina1916-07-10Brazil,Brazil
888,Argentina1916-07-12Chile,Argentina
889,Argentina1916-07-12Chile,Chile
890,Brazil1916-07-12Uruguay,Brazil
891,Brazil1916-07-12Uruguay,Uruguay
892,Uruguay1916-07-14Chile,Uruguay
893,Uruguay1916-07-14Chile,Chile
894,Argentina1916-07-17Uruguay,Argentina
895,Argentina1916-07-17Uruguay,Uruguay
896,Uruguay1916-07-18Brazil,Uruguay
897,Uruguay1916-07-18Brazil,Brazil
898,Argentina1916-08-15Uruguay,Argentina
899,Argentina1916-08-15Uruguay,Uruguay
900,Uruguay1916-08-15Argentina,Uruguay
901,Uruguay1916-08-15Argentina,Argentina
902,Sweden1916-08-20United States,Sweden
903,Sweden1916-08-20United States,United States
904,Norway1916-09-03United States,Norway
905,Norway1916-09-03United States,United States
906,Argentina1916-10-01Uruguay,Argentina
907,Argentina1916-10-01Uruguay,Uruguay
908,Hungary1916-10-01Austria,Hungary
909,Hungary1916-10-01Austria,Austria
910,Norway1916-10-01Sweden,Norway
911,Norway1916-10-01Sweden,Sweden
912,Uruguay1916-10-01Argentina,Uruguay
913,Uruguay1916-10-01Argentina,Argentina
914,Sweden1916-10-08Denmark,Sweden
915,Sweden1916-10-08Denmark,Denmark
916,Denmark1916-10-15Norway,Denmark
917,Denmark1916-10-15Norway,Norway
918,Uruguay1916-10-29Argentina,Uruguay
919,Uruguay1916-10-29Argentina,Argentina
920,Austria1916-11-05Hungary,Austria
921,Austria1916-11-05Hungary,Hungary
922,Austria1917-05-06Hungary,Austria
923,Austria1917-05-06Hungary,Hungary
924,Japan1917-05-07Philippines,Japan
925,Japan1917-05-07Philippines,Philippines
926,Denmark1917-06-03Sweden,Denmark
927,Denmark1917-06-03Sweden,Sweden
928,Hungary1917-06-03Austria,Hungary
929,Hungary1917-06-03Austria,Austria
930,Norway1917-06-17Denmark,Norway
931,Norway1917-06-17Denmark,Denmark
932,Austria1917-07-15Hungary,Austria
933,Austria1917-07-15Hungary,Hungary
934,Uruguay1917-07-18Argentina,Uruguay
935,Uruguay1917-07-18Argentina,Argentina
936,Argentina1917-08-15Uruguay,Argentina
937,Argentina1917-08-15Uruguay,Uruguay
938,Sweden1917-08-19Norway,Sweden
939,Sweden1917-08-19Norway,Norway
940,Uruguay1917-09-02Argentina,Uruguay
941,Uruguay1917-09-02Argentina,Argentina
942,Norway1917-09-16Sweden,Norway
943,Norway1917-09-16Sweden,Sweden
944,Uruguay1917-09-30Chile,Uruguay
945,Uruguay1917-09-30Chile,Chile
946,Argentina1917-10-03Brazil,Argentina
947,Argentina1917-10-03Brazil,Brazil
948,Argentina1917-10-06Chile,Argentina
949,Argentina1917-10-06Chile,Chile
950,Denmark1917-10-07Norway,Denmark
951,Denmark1917-10-07Norway,Norway
952,Hungary1917-10-07Austria,Hungary
953,Hungary1917-10-07Austria,Austria
954,Uruguay1917-10-07Brazil,Uruguay
955,Uruguay1917-10-07Brazil,Brazil
956,Brazil1917-10-12Chile,Brazil
957,Brazil1917-10-12Chile,Chile
958,Sweden1917-10-14Denmark,Sweden
959,Sweden1917-10-14Denmark,Denmark
960,Uruguay1917-10-14Argentina,Uruguay
961,Uruguay1917-10-14Argentina,Argentina
962,Uruguay1917-10-16Brazil,Uruguay
963,Uruguay1917-10-16Brazil,Brazil
964,Austria1917-11-04Hungary,Austria
965,Austria1917-11-04Hungary,Hungary
966,Switzerland1917-12-23Austria,Switzerland
967,Switzerland1917-12-23Austria,Austria
968,Switzerland1917-12-26Austria,Switzerland
969,Switzerland1917-12-26Austria,Austria
970,Hungary1918-04-14Austria,Hungary
971,Hungary1918-04-14Austria,Austria
972,Austria1918-05-09Switzerland,Austria
973,Austria1918-05-09Switzerland,Switzerland
974,Hungary1918-05-12Switzerland,Hungary
975,Hungary1918-05-12Switzerland,Switzerland
976,Sweden1918-05-26Norway,Sweden
977,Sweden1918-05-26Norway,Norway
978,Austria1918-06-02Hungary,Austria
979,Austria1918-06-02Hungary,Hungary
980,Denmark1918-06-02Sweden,Denmark
981,Denmark1918-06-02Sweden,Sweden
982,Norway1918-06-16Denmark,Norway
983,Norway1918-06-16Denmark,Denmark
984,Uruguay1918-07-18Argentina,Uruguay
985,Uruguay1918-07-18Argentina,Argentina
986,Uruguay1918-07-28Argentina,Uruguay
987,Uruguay1918-07-28Argentina,Argentina
988,Argentina1918-08-15Uruguay,Argentina
989,Argentina1918-08-15Uruguay,Uruguay
990,Argentina1918-08-25Uruguay,Argentina
991,Argentina1918-08-25Uruguay,Uruguay
992,Norway1918-09-15Sweden,Norway
993,Norway1918-09-15Sweden,Sweden
994,Uruguay1918-09-20Argentina,Uruguay
995,Uruguay1918-09-20Argentina,Argentina
996,Argentina1918-09-29Uruguay,Argentina
997,Argentina1918-09-29Uruguay,Uruguay
998,Austria1918-10-06Hungary,Austria
999,Austria1918-10-06Hungary,Hungary
1000,Denmark1918-10-06Norway,Denmark
1001,Denmark1918-10-06Norway,Norway
1002,Sweden1918-10-20Denmark,Sweden
1003,Sweden1918-10-20Denmark,Denmark
1004,Belgium1919-03-09France,Belgium
1005,Belgium1919-03-09France,France
1006,Hungary1919-04-06Austria,Hungary
1007,Hungary1919-04-06Austria,Austria
1008,Brazil1919-05-11Chile,Brazil
1009,Brazil1919-05-11Chile,Chile
1010,Paraguay1919-05-11Argentina,Paraguay
1011,Paraguay1919-05-11Argentina,Argentina
1012,Argentina1919-05-13Uruguay,Argentina
1013,Argentina1919-05-13Uruguay,Uruguay
1014,Paraguay1919-05-15Argentina,Paraguay
1015,Paraguay1919-05-15Argentina,Argentina
1016,Chile1919-05-17Uruguay,Chile
1017,Chile1919-05-17Uruguay,Uruguay
1018,Brazil1919-05-18Argentina,Brazil
1019,Brazil1919-05-18Argentina,Argentina
1020,Paraguay1919-05-21Argentina,Paraguay
1021,Paraguay1919-05-21Argentina,Argentina
1022,Argentina1919-05-22Chile,Argentina
1023,Argentina1919-05-22Chile,Chile
1024,Paraguay1919-05-24Argentina,Paraguay
1025,Paraguay1919-05-24Argentina,Argentina
1026,Brazil1919-05-26Uruguay,Brazil
1027,Brazil1919-05-26Uruguay,Uruguay
1028,Brazil1919-05-29Uruguay,Brazil
1029,Brazil1919-05-29Uruguay,Uruguay
1030,Sweden1919-05-29Finland,Sweden
1031,Sweden1919-05-29Finland,Finland
1032,Brazil1919-06-01Argentina,Brazil
1033,Brazil1919-06-01Argentina,Argentina
1034,Denmark1919-06-05Sweden,Denmark
1035,Denmark1919-06-05Sweden,Sweden
1036,Netherlands1919-06-09Sweden,Netherlands
1037,Netherlands1919-06-09Sweden,Sweden
1038,Denmark1919-06-12Norway,Denmark
1039,Denmark1919-06-12Norway,Norway
1040,Norway1919-06-29Sweden,Norway
1041,Norway1919-06-29Sweden,Sweden
1042,Uruguay1919-07-18Argentina,Uruguay
1043,Uruguay1919-07-18Argentina,Argentina
1044,Sweden1919-08-24Netherlands,Sweden
1045,Sweden1919-08-24Netherlands,Netherlands
1046,Uruguay1919-08-24Argentina,Uruguay
1047,Uruguay1919-08-24Argentina,Argentina
1048,Norway1919-08-31Netherlands,Norway
1049,Norway1919-08-31Netherlands,Netherlands
1050,Argentina1919-09-07Uruguay,Argentina
1051,Argentina1919-09-07Uruguay,Uruguay
1052,Sweden1919-09-14Norway,Sweden
1053,Sweden1919-09-14Norway,Norway
1054,Norway1919-09-21Denmark,Norway
1055,Norway1919-09-21Denmark,Denmark
1056,Finland1919-09-28Sweden,Finland
1057,Finland1919-09-28Sweden,Sweden
1058,Austria1919-10-05Hungary,Austria
1059,Austria1919-10-05Hungary,Hungary
1060,Sweden1919-10-12Denmark,Sweden
1061,Sweden1919-10-12Denmark,Denmark
1062,Argentina1919-10-19Uruguay,Argentina
1063,Argentina1919-10-19Uruguay,Uruguay
1064,Northern Ireland1919-10-25England,Northern Ireland
1065,Northern Ireland1919-10-25England,England
1066,Hungary1919-11-09Austria,Hungary
1067,Hungary1919-11-09Austria,Austria
1068,Uruguay1919-12-07Argentina,Uruguay
1069,Uruguay1919-12-07Argentina,Argentina
1070,Italy1920-01-18France,Italy
1071,Italy1920-01-18France,France
1072,Northern Ireland1920-02-14Wales,Northern Ireland
1073,Northern Ireland1920-02-14Wales,Wales
1074,Wales1920-02-26Scotland,Wales
1075,Wales1920-02-26Scotland,Scotland
1076,Switzerland1920-02-29France,Switzerland
1077,Switzerland1920-02-29France,France
1078,Scotland1920-03-13Northern Ireland,Scotland
1079,Scotland1920-03-13Northern Ireland,Northern Ireland
1080,England1920-03-15Wales,England
1081,England1920-03-15Wales,Wales
1082,France1920-03-28Belgium,France
1083,France1920-03-28Belgium,Belgium
1084,Switzerland1920-03-28Italy,Switzerland
1085,Switzerland1920-03-28Italy,Italy
1086,Netherlands1920-04-05Denmark,Netherlands
1087,Netherlands1920-04-05Denmark,Denmark
1088,England1920-04-10Scotland,England
1089,England1920-04-10Scotland,Scotland
1090,Austria1920-05-02Hungary,Austria
1091,Austria1920-05-02Hungary,Hungary
1092,Italy1920-05-13Netherlands,Italy
1093,Italy1920-05-13Netherlands,Netherlands
1094,Switzerland1920-05-16Netherlands,Switzerland
1095,Switzerland1920-05-16Netherlands,Netherlands
1096,Sweden1920-05-30Finland,Sweden
1097,Sweden1920-05-30Finland,Finland
1098,Sweden1920-06-06Switzerland,Sweden
1099,Sweden1920-06-06Switzerland,Switzerland
1100,Norway1920-06-13Denmark,Norway
1101,Norway1920-06-13Denmark,Denmark
1102,Norway1920-06-27Sweden,Norway
1103,Norway1920-06-27Sweden,Sweden
1104,Switzerland1920-06-27Germany,Switzerland
1105,Switzerland1920-06-27Germany,Germany
1106,Uruguay1920-07-18Argentina,Uruguay
1107,Uruguay1920-07-18Argentina,Argentina
1108,Argentina1920-07-25Uruguay,Argentina
1109,Argentina1920-07-25Uruguay,Uruguay
1110,Argentina1920-08-08Uruguay,Argentina
1111,Argentina1920-08-08Uruguay,Uruguay
1112,Chile1920-09-11Brazil,Chile
1113,Chile1920-09-11Brazil,Brazil
1114,Uruguay1920-09-12Argentina,Uruguay
1115,Uruguay1920-09-12Argentina,Argentina
1116,Brazil1920-09-18Uruguay,Brazil
1117,Brazil1920-09-18Uruguay,Uruguay
1118,Finland1920-09-19Sweden,Finland
1119,Finland1920-09-19Sweden,Sweden
1120,Chile1920-09-20Argentina,Chile
1121,Chile1920-09-20Argentina,Argentina
1122,Argentina1920-09-25Brazil,Argentina
1123,Argentina1920-09-25Brazil,Brazil
